Description,Product Type,Family Product
"TR REL 2,70 BOB NBR6662 G1045CORL BbOL",TIRA REL,RELAMINADO
"TR REL 2,75 BOB NBR5007 G2L50 BbOL",TIRA REL,RELAMINADO
"TR REL 2,75 BOB NBR5007 G2L60 BbOL",TIRA REL,RELAMINADO
"TR REL 2,80 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 2,90 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 2,90 BOB NBR6662 G1045CORL BbOL",TIRA REL,RELAMINADO
"TR REL 2,90 BOB NBR6662 G1060CORL BbOL",TIRA REL,RELAMINADO
"TR REL 2,99 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 3,00 BOB NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 3,00 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 3,00 BOB NBR5007 G2L50 BbOL",TIRA REL,RELAMINADO
"TR REL 3,00 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 3,00 BOB NBR5007 G2RL BfOL",TIRA REL,RELAMINADO
"TR REL 3,00 BOB NBR5007 G3RL BbOL",TIRA REL,RELAMINADO
"TR REL 3,00 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 3,00 BOB NBR5007 G4RL BbOL RE",TIRA REL,RELAMINADO
"TR REL 3,00 BOB NBR5007 G4RL BfOL",TIRA REL,RELAMINADO
"TR REL 3,00 BOB NBR6656 LNE 38RL BbOL",TIRA REL,RELAMINADO
"TR REL 3,00 BOB NBR6662 G1045CORL BbOL",TIRA REL,RELAMINADO
"TR REL 3,00 BOB NBR6662 G1045RSRL BbOL",TIRA REL,RELAMINADO
"TR REL 3,00 BOB NBR6662 G1060CORL BbOL",TIRA REL,RELAMINADO
"TR REL 3,00 NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 3,00 NBR6662 G1075CORL BbOL",TIRA REL,RELAMINADO
"TR REL 3,05 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 3,10 BOB NBR6662 G1045CORL BbOL",TIRA REL,RELAMINADO
"TR REL 3,10 BOB NBR6662 G1045L BbOL",TIRA REL,RELAMINADO
"TR REL 3,10 BOB NBR6662 G1045RSRL BbOL",TIRA REL,RELAMINADO
"TR REL 3,14 BOB NBR6662 G1045CORL BbOL",TIRA REL,RELAMINADO
"TR REL 3,17 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 3,17 NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 3,20 BOB NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 3,20 BOB NBR5007 G3L32 BbOL",TIRA REL,RELAMINADO
"TR REL 3,20 BOB NBR6656 LNE 38RL BbOL",TIRA REL,RELAMINADO
"TR REL 3,20 NBR6662 G1075CORL BbOL",TIRA REL,RELAMINADO
"TR REL 3,25 BOB NBR6662 G1045CORL BbOL",TIRA REL,RELAMINADO
"TR REL 3,30 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 3,30 BOB NBR6662 G1045CORL BbOL",TIRA REL,RELAMINADO
"TR REL 3,35 BOB NBR5007 G4L32 BfOL",TIRA REL,RELAMINADO
"TR REL 3,35 BOB NBR6662 G1045CORL BbOL",TIRA REL,RELAMINADO
"TR REL 3,35 NBR5007 G4L32 BfOL",TIRA REL,RELAMINADO
"TR REL 3,50 BOB NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 3,50 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 3,50 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 3,50 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 3,50 BOB NBR6656 LNE 50 BbOL",TIRA REL,RELAMINADO
"TR REL 3,50 BOB NBR6662 G1045CORL BbOL",TIRA REL,RELAMINADO
"TR REL 3,50 BOB NBR6662 G1045CORL BfOL",TIRA REL,RELAMINADO
"TR REL 3,50 BOB NBR6662 G1045L BbOL",TIRA REL,RELAMINADO
"TR REL 3,50 BOB NBR6662 G1060CORL BbOL",TIRA REL,RELAMINADO
"TR REL 3,50 NBR6662 G1075CORL BbOL",TIRA REL,RELAMINADO
"TR REL 3,70 BOB NBR6662 G1045CORL BbOL",TIRA REL,RELAMINADO
"TR REL 3,75 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 3,80 BOB NBR6662 G1060CORL BfOL",TIRA REL,RELAMINADO
"TR REL 3,90 BOB NBR6662 G1045L BbOL",TIRA REL,RELAMINADO
"TR REL 4,00 BOB NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 4,00 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 4,00 BOB NBR5007 G2L50 BbOL",TIRA REL,RELAMINADO
"TR REL 4,00 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 4,00 BOB NBR5007 G3L40 BbOL",TIRA REL,RELAMINADO
"TR REL 4,00 BOB NBR5007 G3RL BbOL",TIRA REL,RELAMINADO
"TR REL 4,00 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 4,00 BOB NBR6656 LNE 38RL BbOL",TIRA REL,RELAMINADO
"TR REL 4,00 BOB NBR6662 G1045CORL BfOL",TIRA REL,RELAMINADO
"TR REL 4,00 BOB NBR6662 G1045L BbOL",TIRA REL,RELAMINADO
"TR REL 4,00 BOB NBR6662 G1060CORL BbOL",TIRA REL,RELAMINADO
"TR REL 4,00 BOB NBR6662 G1060CORL BfOL",TIRA REL,RELAMINADO
"TR REL 4,00 NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 4,00 NBR6662 G1045L BbOL",TIRA REL,RELAMINADO
"TR REL 4,20 NBR5007 G3L40 BbOL",TIRA REL,RELAMINADO
"TR REL 4,30 NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 4,50 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 4,50 NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 4,50 NBR5007 G2RL BfOL",TIRA REL,RELAMINADO
"TR REL 4,50 NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 4,75 NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 4,80 NBR5007 G3L40 BbOL",TIRA REL,RELAMINADO
"TR REL 4,80 NBR5007 G3L40 BbOL",TIRA REL,RELAMINADO
"TR REL 5,50 NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 5,50 NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 5,50 NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 5,50 NBR5007 G3L40 BbOL",TIRA REL,RELAMINADO
"TR REL 5,60 NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 5,60 NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TUBO FQ QUADRADO 1,50 SAE1006",TUBO QUAD,TUBO
