Date,Inv,Est,Order,Client,Descrip,Thk,Wd,Length,Piece_price,KG_price,Quantity,Total
16-08-2016,0189278,11,231504-10,HIDROJET,"CHAPA GR LTQ 9,50 ASTM A 36","9,5000","1.200,0000","2.905,0000","0,00","2,64","15.037,00","41.682,56"
16-08-2016,0189321,11,229170-10,KEKO,"CHAPA FQ 2,00 SAE1010","2,0000","1.200,0000","3.000,0000","0,00","2,95","1.505,00","4.776,01"
16-08-2016,0189321,11,230126-10,KEKO,"CHAPA GR LTQ 6,30 SAE1010","6,3000","1.200,0000","3.000,0000","0,00","2,88","3.000,00","9.299,80"
16-09-2016,0191335,11,231451-50,METMETALCIN,"TR REL 0,30 BOB NBR5007 G2L290 BbOL","0,3000","260,0000","0,0000","0,00","6,09","1.098,00","7.021,16"
16-09-2016,0191335,11,224152-60,METMETALCIN,"TR REL 0,35 BOB NBR5007 G2L290 BbOL","0,3500","260,0000","0,0000","0,00","6,09","498,00","3.184,46"
16-09-2016,0191335,11,231451-70,METMETALCIN,"TIRA FF BOB 0,75 NBR5915 EEP OL","0,7500","67,0000","0,0000","0,00","4,25","1.406,00","6.274,28"
16-09-2016,0191333,11,226341-10,MAQENGE,"TIRA FF BOB 0,60 NBR6651 EEV OL","0,6000","213,0000","0,0000","0,00","4,18","2.782,00","12.210,20"
16-09-2016,0191300,11,233499-10,ROAL,"CHAPA ZC 1,95 NBR7008 ZC CR MI RV Z275","1,9500","1.200,0000","1.800,0000","0,00","3,80","1.453,00","5.797,47"
16-09-2016,0191300,11,233499-20,ROAL,"CHAPA ZC 1,95 NBR7008 ZC CR MI RV Z275","1,9500","1.200,0000","2.100,0000","0,00","3,80","1.489,00","5.941,11"
16-09-2016,0191301,11,232318-10,VECTOR,"BLANK GA FF 0,90 NBR6658 OL","0,9000","411,0000","910,0000","0,00","3,83","3.509,00","14.111,44"
16-09-2016,0191301,11,232775-20,VECTOR,"BLANK GA FF 0,90 NBR6658 OL","0,9000","654,0000","297,0000","0,00","3,83","2.076,00","8.348,63"
16-11-2016,0194978,11,235519-10,AMMINDDE,"TIRA FF BOB 0,75 NBR5915 EEP OL","0,7500","54,0000","0,0000","0,00","4,00","1.149,00","4.825,80"
16-11-2016,0194980,11,231452-40,METMETALCIN,"TR REL 0,35 BOB NBR5007 G4RL BbOL","0,3500","260,0000","0,0000","0,00","6,09","2.038,00","13.031,99"
16-11-2016,0194980,11,232407-60,METMETALCIN,"TR REL 0,35 BOB NBR5007 G2L290 BbOL","0,3500","260,0000","0,0000","0,00","6,09","1.179,00","7.539,12"
16-11-2016,0194980,11,233503-70,METMETALCIN,"TIRA FF BOB 0,75 NBR5915 EEP OL","0,7500","67,0000","0,0000","0,00","4,25","1.557,00","6.948,11"
16-12-2016,0196819,11,236982-10,MAQENGE,"TIRA FF BOB 0,60 NBR5915 EEP OL","0,6000","213,0000","0,0000","0,00","3,98","2.445,00","10.217,66"
16-12-2016,0196819,11,237402-10,MAQENGE,"TIRA FF BOB 0,60 NBR5915 EEP OL","0,6000","213,0000","0,0000","0,00","3,98","2.443,00","10.209,30"
17-02-2016,0178475,11,213330-10,MAQENGE,"TIRA FF BOB 0,60 NBR6651 EEV OL","0,6000","213,0000","0,0000","0,00","3,80","2.881,00","11.495,19"
17-02-2016,0178476,11,218076-10,PERFILLINE,"TIRA FF BOB 1,50 NBR6658 OL","1,5000","198,0000","0,0000","0,00","2,94","1.701,00","5.250,99"
17-02-2016,0178473,11,220457-10,VECTOR,"BLANK GA FF 0,75 NBR6658 OL","0,7500","311,0000","574,0000","0,00","3,48","2.583,00","9.438,28"
17-02-2016,0178457,11,221585-50,GPANIZ,"CHAPA FF 1,90 NBR6658 OL","1,9000","1.200,0000","3.000,0000","0,00","2,56","3.044,00","8.182,27"
17-02-2016,0178474,11,220392-10,TREGA,"TIRA FF BOB 0,75 NBR5915 EEP OL","0,7500","54,0000","0,0000","0,00","3,75","917,00","3.610,69"
17-03-2016,0180129,11,223497-10,CIRNA,"TIRA FQ DEC BOB 3,00 NBR6658 OL","3,0000","287,0000","0,0000","0,00","2,99","5.221,00","16.391,33"
17-05-2016,0183669,11,226509-10,IMZOLET,"CHAPA FF 1,50 NBR6658 OL","1,5000","1.500,0000","3.020,0000","0,00","2,75","1.082,00","3.124,28"
17-05-2016,0183669,11,226509-30,IMZOLET,"CHAPA FQ DEC 3,00 NBR6658 OL","3,0000","1.500,0000","3.020,0000","0,00","2,65","3.282,00","9.132,17"
17-05-2016,0183669,11,226509-40,IMZOLET,"CHAPA FQ DEC 4,75 NBR6658 OL","4,7500","1.200,0000","3.020,0000","0,00","2,60","2.811,00","7.674,03"
17-05-2016,0183669,11,226509-50,IMZOLET,"CHAPA ZC 1,95 NBR7008 ZC CR MI RV Z275","1,9500","1.200,0000","3.020,0000","0,00","3,20","1.616,00","5.429,76"
17-05-2016,0183669,11,226509-60,IMZOLET,"CHAPA ZC 1,55 NBR7008 ZC CR MI RV Z275","1,5500","1.200,0000","3.020,0000","0,00","3,20","902,00","3.030,72"
17-05-2016,0183627,11,223462-40,METMETALCIN,"TR REL 0,35 BOB NBR5007 G4RL BbOL","0,3500","260,0000","0,0000","0,00","5,80","1.987,00","12.100,83"
17-05-2016,0183626,11,226942-10,METMETALCIN,"TIRA FF BOB 0,75 NBR5915 EEP OL","0,7500","113,0000","0,0000","0,00","3,80","1.072,00","4.277,28"
17-06-2016,0185583,11,227795-40,GPANIZ,"CHAPA FF 0,60 NBR6658 OL","0,6000","1.000,0000","3.000,0000","0,00","3,00","1.618,00","5.096,70"
17-06-2016,0185583,11,227794-60,GPANIZ,"CHAPA FQ 3,35 NBR6658","3,3500","1.200,0000","3.000,0000","0,00","2,64","1.445,00","4.005,54"
17-06-2016,0185583,11,227794-70,GPANIZ,"CHAPA FF 2,65 NBR6658 OL","2,6500","1.200,0000","3.000,0000","0,00","2,97","1.523,00","4.749,48"
17-06-2016,0185587,11,228537-10,KEKO,"CHAPA FQ 2,00 SAE1010","2,0000","1.200,0000","3.000,0000","0,00","2,68","1.463,00","4.227,52"
17-06-2016,0185587,11,226335-20,KEKO,"CHAPA GR LTQ 6,30 SAE1010","6,3000","1.500,0000","3.000,0000","0,00","2,63","2.995,00","8.497,20"
17-06-2016,0185609,11,223039-20,METMETALCIN,"TR REL 0,35 BOB NBR5007 G2L290 BbOL","0,3500","260,0000","0,0000","0,00","6,09","865,00","5.531,24"
17-06-2016,0185609,11,224151-40,METMETALCIN,"TR REL 0,35 BOB NBR5007 G4RL BbOL","0,3500","260,0000","0,0000","0,00","6,09","1.050,00","6.714,23"
17-06-2016,0185609,11,224152-50,METMETALCIN,"TR REL 0,30 BOB NBR5007 G2L290 BbOL","0,3000","260,0000","0,0000","0,00","6,09","1.144,00","7.315,31"
17-06-2016,0185609,11,224151-70,METMETALCIN,"TIRA FF BOB 0,75 NBR5915 EEP OL","0,7500","67,0000","0,0000","0,00","4,25","800,00","3.570,00"
17-08-2016,0189424,11,229484-10,VECTOR,"BLANK GA FF 0,90 NBR6658 OL","0,9000","411,0000","910,0000","0,00","3,83","3.605,00","14.497,51"
17-08-2016,0189450,11,230126-10,KEKO,"CHAPA GR LTQ 6,30 SAE1010","6,3000","1.200,0000","3.000,0000","0,00","2,88","1.138,00","3.528,56"
17-10-2016,0193203,11,234858-10,MAQENGE,"TIRA FF BOB 0,60 NBR5915 EEP OL","0,6000","213,0000","0,0000","0,00","3,98","2.511,00","10.493,47"
17-10-2016,0046709,14,235459-10,TECNOFRIO,"BOB ZC PP 0,50 NBR7008 ZC F/V BRCO/BRC","0,5000","1.200,0000","0,0000","0,00","5,80","4.105,00","24.999,45"
17-10-2016,0046709,14,235459-20,TECNOFRIO,"BOB ZC PP 0,50 NBR7008 ZC F/V BRCO/BRC","0,5000","1.200,0000","0,0000","0,00","5,80","4.150,00","25.273,50"
17-11-2016,0195001,11,236183-10,VECTOR,"BLANK GA FF 0,60 NBR6658 OL","0,6000","311,0000","574,0000","0,00","3,83","1.800,00","7.238,70"
17-11-2016,0195001,11,236760-10,VECTOR,"BLANK GA FF 0,60 NBR6658 OL","0,6000","311,0000","574,0000","0,00","4,02","3.079,00","12.996,46"
17-11-2016,0195003,11,231450-20,MAQENGE,"TIRA FF BOB 0,60 NBR6651 EEV OL","0,6000","354,0000","0,0000","0,00","4,39","1.839,00","8.476,87"
18-01-2016,0176687,11,220322-20,CEMTRA,"BOB ZC 2,70 NBR7008 ZC CR NO RV Z275 A","2,7000","1.200,0000","0,0000","0,00","2,87","12.760,00","38.452,26"
18-01-2016,0176688,11,218074-10,PERFILLINE,"TIRA FF BOB 1,50 NBR6658 OL","1,5000","198,0000","0,0000","0,00","2,94","1.716,00","5.297,29"
18-01-2016,0176689,11,219187-10,METALMATRIX,"TIRA FQ DEC BOB 2,25 NBR6658 OL","2,2500","90,0000","0,0000","0,00","2,88","1.300,00","3.931,20"
18-01-2016,0176690,11,219341-30,METCRESPAR,"TIRA FF BOB 0,90 NBR6658 OL","0,9000","44,0000","0,0000","0,00","3,01","4.114,00","13.002,30"
18-01-2016,0176690,11,219341-40,METCRESPAR,"TIRA FF BOB 1,20 NBR6658 OL","1,2000","53,0000","0,0000","0,00","2,74","4.016,00","11.554,03"
18-01-2016,0176690,11,219341-50,METCRESPAR,"TIRA FF BOB 1,20 NBR6658 OL","1,2000","62,0000","0,0000","0,00","2,74","1.743,00","5.014,61"
18-03-2016,0180232,11,217850-10,METMETALCIN,"TR REL 0,30 BOB NBR5007 G2L32 BbOL","0,3000","260,0000","0,0000","0,00","5,80","1.820,00","11.083,80"
18-03-2016,0180232,11,221054-10,METMETALCIN,"TR REL 0,35 BOB NBR5007 G2L290 BbOL","0,3500","260,0000","0,0000","0,00","5,80","543,00","3.306,87"
18-03-2016,0180232,11,217841-20,METMETALCIN,"TR REL 0,30 BOB NBR5007 G4RL BbOL","0,3000","260,0000","0,0000","0,00","5,80","492,00","2.996,28"
18-03-2016,0180232,11,217850-40,METMETALCIN,"TR REL 0,35 BOB NBR5007 G4RL BbOL","0,3500","260,0000","0,0000","0,00","5,80","2.600,00","15.834,00"
18-03-2016,0180228,11,221575-10,LUPEME,"TIRA FF BOB 1,06 NBR5915 EP OL","1,0600","26,0000","0,0000","0,00","3,28","954,00","3.285,58"
18-03-2016,0180227,11,220464-10,VECTOR,"BLANK GA FF 0,90 NBR6658 OL","0,9000","411,0000","910,0000","0,00","3,48","4.407,00","16.103,18"
18-03-2016,0180219,11,221590-10,KEKO,"CHAPA FQ 4,25 SAE1020","4,2500","1.200,0000","3.000,0000","0,00","2,50","1.471,00","3.957,66"
18-03-2016,0180219,11,221592-10,KEKO,"CHAPA FQ 4,25 SAE1020","4,2500","1.200,0000","3.000,0000","0,00","2,50","2.821,00","7.589,80"
18-03-2016,0180219,11,223213-10,KEKO,"CHAPA GR LTQ 6,30 SAE1010","6,3000","1.500,0000","3.000,0000","0,00","2,50","1.605,00","4.318,19"
18-04-2016,0181853,11,224119-10,METAISWIZET,"TIRA FF BOB 0,60 NBR6658 OL","0,6000","35,0000","0,0000","0,00","3,15","993,00","3.284,35"
18-04-2016,0181860,11,224325-10,KEKO,"CHAPA FQ 2,00 SAE1010","2,0000","1.200,0000","3.000,0000","0,00","2,55","1.496,00","4.103,96"
18-04-2016,0181860,11,224951-20,KEKO,"CHAPA GR LTQ 6,30 SAE1010","6,3000","1.500,0000","3.000,0000","0,00","2,50","4.581,00","12.326,51"
18-04-2016,0181860,11,224325-30,KEKO,"CHAPA FQ 4,25 SAE1010","4,2500","1.500,0000","3.000,0000","0,00","2,50","2.746,00","7.388,91"
18-04-2016,0181850,11,224101-50,ATIVICON,"CHAPA ZC 1,95 NBR7008 ZC CR NO RV Z275","1,9500","1.200,0000","1.695,0000","0,00","2,95","1.955,00","6.055,61"
18-04-2016,0181850,11,224101-60,ATIVICON,"CHAPA ZC 1,95 NBR7008 ZC CR NO RV Z275","1,9500","1.200,0000","3.000,0000","0,00","2,95","2.916,00","9.032,31"
18-05-2016,0183685,11,226718-10,CIRNA,"TIRA FQ DEC BOB 3,00 NBR6658 OL","3,0000","287,0000","0,0000","0,00","3,39","5.108,00","18.181,93"
18-05-2016,0183728,11,226496-10,SCARELI,"CHAPA ZC 1,55 NBR7008 ZC CR MI RV Z275","1,5500","1.200,0000","3.000,0000","0,00","3,20","1.507,00","5.063,52"
18-05-2016,0183728,11,226710-20,SCARELI,"CHAPA ZC 0,95 NBR7008 ZC CR NO RV Z275","0,9500","1.200,0000","2.700,0000","0,00","3,35","11.622,00","40.880,39"
18-07-2016,0187485,11,229848-30,ENGATCAR,"CHAPA FQ 4,75 SAE1008","4,7500","1.200,0000","3.000,0000","0,00","2,72","6.023,00","17.201,69"
18-07-2016,0187448,11,228265-10,GPANIZ,"CHAPA GR LTQ 6,30 NBR8300","6,3000","1.200,0000","3.000,0000","0,00","2,60","1.473,00","4.021,29"
18-07-2016,0187445,11,227228-10,BRIMEL,"TIRA FF BOB 0,60 NBR5915 EEP OL","0,6000","52,0000","0,0000","0,00","3,99","2.287,00","9.581,39"
18-07-2016,0187445,11,224176-20,BRIMEL,"TIRA FF BOB 0,60 NBR5915 EM OL","0,6000","25,0000","0,0000","0,00","3,99","580,00","2.429,91"
18-07-2016,0187444,11,230363-10,MAQENGE,"TIRA FF BOB 0,60 NBR6651 EEV OL","0,6000","213,0000","0,0000","0,00","4,18","2.685,00","11.784,47"
18-07-2016,0187444,11,226339-10,MAQENGE,"TIRA FF BOB 0,60 NBR6651 EEV OL","0,6000","213,0000","0,0000","0,00","4,18","1.377,00","6.043,65"
18-07-2016,0187443,11,229928-10,RODARE,"CHAPA FF 1,50 SAE1006 OL","1,5000","1.000,0000","3.000,0000","0,00","3,25","2.021,00","6.896,66"
18-08-2016,0189483,11,231446-10,VECTOR,"BLANK GA FF 0,90 NBR6658 OL","0,9000","411,0000","910,0000","0,00","3,83","3.939,00","15.840,69"
18-08-2016,0189483,11,231449-10,VECTOR,"BLANK GA FF 0,60 NBR6658 OL","0,6000","311,0000","574,0000","0,00","3,83","1.540,00","6.193,11"
18-08-2016,0189515,11,231139-10,KEKO,"CHAPA FF 1,50 NBR5915 EM OL","1,5000","1.200,0000","1.595,0000","0,00","3,31","2.467,00","8.759,23"
18-10-2016,0193273,11,232407-20,METMETALCIN,"TR REL 0,30 BOB NBR5007 G4RL BbOL","0,3000","260,0000","0,0000","0,00","6,09","972,00","6.215,45"
18-10-2016,0193273,11,231451-70,METMETALCIN,"TIRA FF BOB 0,75 NBR5915 EEP OL","0,7500","67,0000","0,0000","0,00","4,25","1.620,00","7.229,25"
18-10-2016,0193273,11,231452-70,METMETALCIN,"TIRA FF BOB 0,75 NBR5915 EEP OL","0,7500","67,0000","0,0000","0,00","4,25","500,00","2.231,25"
18-10-2016,0193272,11,234942-10,RODARE,"CHAPA GR LTQ 12,50 ASTM A 36","12,5000","1.500,0000","3.000,0000","0,00","2,75","3.137,00","9.058,09"
18-10-2016,0193271,11,233554-10,METALMATRIX,"TIRA ZC BOB 1,55 NBR7008 ZC CR MI REV","1,5500","20,0000","0,0000","0,00","4,40","1.303,00","6.019,86"
18-10-2016,0193256,11,235244-10,HIDROJET,"CHAPA GR LTQ 9,50 SAE1010","9,5000","1.000,0000","2.600,0000","0,00","2,70","6.988,00","19.810,98"
18-11-2016,0195106,11,233503-20,METMETALCIN,"TR REL 0,30 BOB NBR5007 G4RL BbOL","0,3000","260,0000","0,0000","0,00","6,09","1.071,00","6.848,51"
18-11-2016,0195106,11,234535-50,METMETALCIN,"TR REL 0,30 BOB NBR5007 G2L290 BbOL","0,3000","260,0000","0,0000","0,00","6,09","2.324,00","14.860,82"
18-11-2016,0195108,11,233557-10,METALMATRIX,"TIRA ZC BOB 1,55 NBR7008 ZC CR MI REV","1,5500","20,0000","0,0000","0,00","4,40","2.447,00","11.305,14"
19-01-2016,0176791,11,217841-10,METMETALCIN,"TR REL 0,30 BOB NBR5007 G2L32 BbOL","0,3000","260,0000","0,0000","0,00","6,17","1.013,00","6.562,72"
19-01-2016,0176791,11,217841-20,METMETALCIN,"TR REL 0,30 BOB NBR5007 G4RL BbOL","0,3000","260,0000","0,0000","0,00","6,17","495,00","3.206,86"
19-01-2016,0176791,11,217837-40,METMETALCIN,"TR REL 0,35 BOB NBR5007 G4RL BbOL","0,3500","260,0000","0,0000","0,00","6,17","1.590,00","10.300,82"
19-01-2016,0176805,11,220208-40,KEKO,"CHAPA GR LTQ 6,30 NBR6656 LNE 38","6,3000","1.200,0000","3.000,0000","0,00","2,86","5.171,00","15.867,54"
19-01-2016,0176805,11,220208-50,KEKO,"CHAPA GR LTQ 8,00 SAE1010","8,0000","1.200,0000","3.000,0000","0,00","2,50","5.112,00","13.754,17"
19-01-2016,0176790,11,217835-10,PRONATTOEQU,"TIRA FQ DEC BOB 3,00 NBR6658 OL","3,0000","95,4000","0,0000","0,00","2,91","1.442,00","4.406,03"
19-01-2016,0176788,11,219189-10,LUPEME,"TIRA FF BOB 1,06 NBR5915 EP OL","1,0600","26,0000","0,0000","0,00","3,28","1.048,00","3.609,31"
19-01-2016,0176789,11,218756-10,VECTOR,"BLANK GA FF 0,90 NBR6658 OL","0,9000","411,0000","910,0000","0,00","3,48","4.817,00","17.601,32"
19-02-2016,0178579,11,221700-10,LUNA,"CHAPA GR LTQ 6,30 NBR6656 LNE 38","6,3000","1.200,0000","3.000,0000","0,00","2,90","2.562,00","7.801,29"
19-04-2016,0181966,11,225328-10,TECNOFRIO,"BOB ZC 0,95 NBR7008 ZC CR NO RV Z275 A","0,9500","1.200,0000","0,0000","0,00","3,38","4.185,00","14.852,57"
19-04-2016,0181965,11,223110-10,VECTOR,"BLANK GA FF 0,75 NBR6658 OL","0,7500","311,0000","574,0000","0,00","3,44","3.976,00","14.361,31"
19-04-2016,0181965,11,223126-10,VECTOR,"BLANK GA FF 0,90 NBR6658 OL","0,9000","411,0000","910,0000","0,00","3,44","4.061,00","14.668,33"
19-04-2016,0181965,11,223117-20,VECTOR,"BLANK GA FF 0,90 NBR6658 OL","0,9000","654,0000","297,0000","0,00","3,44","2.082,00","7.520,18"
19-04-2016,0181967,11,223941-10,METALMATRIX,"TIRA FQ DEC BOB 2,25 NBR6658 OL","2,2500","110,0000","0,0000","0,00","2,88","971,00","2.936,30"
19-05-2016,0183803,11,226344-20,GPANIZ,"CHAPA FF 1,50 NBR6658 OL","1,5000","1.200,0000","3.000,0000","0,00","2,69","1.555,00","4.392,10"
19-05-2016,0183803,11,226493-70,GPANIZ,"CHAPA FQ 4,75 NBR6658","4,7500","1.200,0000","3.000,0000","0,00","2,38","1.502,00","3.753,50"
19-05-2016,0183767,11,225330-10,TECNOFRIO,"BOB ZC 0,95 NBR7008 ZC CR NO RV Z275 A","0,9500","1.200,0000","0,0000","0,00","3,38","4.197,00","14.895,15"
19-05-2016,0183804,11,226848-10,GPANIZ,"CHAPA ZC 0,50 NBR7008 ZC CR NO RV Z275","0,5000","1.000,0000","2.580,0000","0,00","3,85","942,00","3.808,04"
19-07-2016,0187591,11,229822-10,KEKO,"CHAPA FF 1,50 NBR5915 EM OL","1,5000","1.200,0000","1.595,0000","0,00","2,91","1.535,00","4.806,73"
19-07-2016,0187591,11,229171-10,KEKO,"CHAPA GR LTQ 6,30 SAE1010","6,3000","1.500,0000","3.000,0000","0,00","2,63","1.606,00","4.556,91"
19-07-2016,0187519,11,223537-20,MAQENGE,"TIRA FF BOB 0,60 NBR6651 EEV OL","0,6000","354,0000","0,0000","0,00","4,18","1.831,00","8.036,26"
19-07-2016,0187505,11,230135-10,FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR MI REV","1,2500","240,0000","0,0000","0,00","3,75","1.903,00","7.136,25"
19-07-2016,0187505,11,230137-10,FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR MI REV","1,2500","25,0000","0,0000","0,00","3,97","1.257,00","4.990,29"
19-08-2016,0189608,11,229764-140,GS,"TIRA FF BOB 1,50 NBR6658 OL","1,5000","45,0000","0,0000","0,00","3,40","1.486,00","5.481,72"
19-08-2016,0189607,11,228668-20,METMETALCIN,"TR REL 0,30 BOB NBR5007 G4RL BbOL","0,3000","260,0000","0,0000","0,00","6,09","1.164,00","7.443,20"
19-08-2016,0189607,11,224152-40,METMETALCIN,"TR REL 0,35 BOB NBR5007 G4RL BbOL","0,3500","260,0000","0,0000","0,00","6,09","2.053,00","13.127,91"
19-08-2016,0189607,11,229784-50,METMETALCIN,"TR REL 0,30 BOB NBR5007 G2L290 BbOL","0,3000","260,0000","0,0000","0,00","6,09","1.803,00","11.529,28"
19-08-2016,0189607,11,229784-70,METMETALCIN,"TIRA FF BOB 0,75 NBR5915 EEP OL","0,7500","67,0000","0,0000","0,00","4,25","1.583,00","7.064,14"
19-08-2016,0189550,11,227770-10,MAQENGE,"TIRA FF BOB 0,60 NBR6651 EEV OL","0,6000","213,0000","0,0000","0,00","4,18","3.079,00","13.513,73"
19-08-2016,0189549,11,231447-10,VECTOR,"BLANK GA FF 0,90 NBR6658 OL","0,9000","411,0000","910,0000","0,00","3,83","3.887,00","15.631,57"
19-10-2016,0193390,11,233558-10,METALMATRIX,"TIRA ZC BOB 1,55 NBR7008 ZC CR MI REV","1,5500","20,0000","0,0000","0,00","4,40","1.510,00","6.976,20"
19-12-2016,0196887,11,238562-10,METMETALCIN,"TIRA FF BOB 0,60 NBR5915 EEP OL","0,6000","213,0000","0,0000","0,00","4,25","1.265,00","5.645,06"
19-12-2016,0196866,11,237402-10,MAQENGE,"TIRA FF BOB 0,60 NBR5915 EEP OL","0,6000","213,0000","0,0000","0,00","3,98","1.252,00","5.232,11"
19-12-2016,0196865,11,237826-20,VECTOR,"BLANK GA FF 0,90 NBR6658 OL","0,9000","654,0000","297,0000","0,00","4,02","696,00","2.937,82"
19-12-2016,0196864,11,236761-10,METALMATRIX,"TIRA ZC BOB 1,55 NBR7008 ZC CR MI REV","1,5500","20,0000","0,0000","0,00","4,62","4.954,00","24.031,85"
20-01-2016,0176871,11,220391-10,ATIVICON,"CHAPA FQ 2,00 SAE1010","2,0000","1.200,0000","3.000,0000","0,00","2,50","3.035,00","7.966,88"
20-01-2016,0176871,11,218094-20,ATIVICON,"CHAPA ZC 1,95 NBR7008 ZC CR NO RV Z275","1,9500","1.200,0000","3.000,0000","0,00","2,99","2.836,00","8.903,62"
20-01-2016,0176871,11,218094-30,ATIVICON,"CHAPA ZC 1,95 NBR7008 ZC CR NO RV Z275","1,9500","1.200,0000","2.000,0000","0,00","2,99","1.272,00","3.993,44"
20-01-2016,0176894,11,218477-10,LUPEME,"TIRA FF BOB 1,20 NBR5915 EP OL","1,2000","30,0000","0,0000","0,00","3,28","981,00","3.378,56"
20-01-2016,0176893,11,220323-20,CEMTRA,"BOB ZC 2,70 NBR7008 ZC CR NO RV Z275 A","2,7000","1.200,0000","0,0000","0,00","2,87","11.415,00","34.399,10"
20-01-2016,0176893,11,220324-20,CEMTRA,"BOB ZC 2,70 NBR7008 ZC CR NO RV Z275 A","2,7000","1.200,0000","0,0000","0,00","2,87","12.040,00","36.282,54"
20-01-2016,0176868,11,220256-20,ENGATCAR,"CHAPA FQ DEC 2,65 SEGUNDA QUALIDADE","2,6500","1.200,0000","3.000,0000","0,00","2,25","7.203,00","17.017,09"
20-01-2016,0176869,11,220628-30,METMETALCIN,"TIRA FF BOB 0,75 NBR5915 EEP OL","0,7500","67,0000","0,0000","0,00","4,05","955,00","4.061,14"
20-04-2016,0182045,11,221876-10,PERFILLINE,"TIRA AL/ZN BOB 0,43 ASTM A792 CN C/TQ","0,4300","30,0000","0,0000","0,00","3,82","2.725,00","10.929,98"
20-05-2016,0183899,11,223461-20,METMETALCIN,"TR REL 0,30 BOB NBR5007 G4RL BbOL","0,3000","260,0000","0,0000","0,00","5,80","937,00","5.706,33"
20-05-2016,0183899,11,223462-40,METMETALCIN,"TR REL 0,35 BOB NBR5007 G4RL BbOL","0,3500","260,0000","0,0000","0,00","5,80","1.941,00","11.820,69"
20-05-2016,0183899,11,224151-50,METMETALCIN,"TR REL 0,30 BOB NBR5007 G2L290 BbOL","0,3000","260,0000","0,0000","0,00","5,80","1.971,00","12.003,39"
20-05-2016,0183912,11,226335-10,KEKO,"CHAPA FQ 2,00 SAE1010","2,0000","1.200,0000","3.000,0000","0,00","2,55","1.414,00","3.892,75"
20-05-2016,0183912,11,226335-30,KEKO,"CHAPA FQ 4,25 SAE1010","4,2500","1.500,0000","3.000,0000","0,00","2,50","1.525,00","4.118,29"
20-05-2016,0183864,11,226080-10,LUPEME,"TIRA FF BOB 1,06 NBR5915 EP OL","1,0600","26,0000","0,0000","0,00","3,28","933,00","3.213,25"
20-05-2016,0183921,11,227419-10,METMETALCIN,"TIRA FF BOB 0,75 NBR5915 EEP OL","0,7500","100,0000","0,0000","0,00","3,60","861,00","3.254,58"
20-07-2016,0187663,11,224152-50,METMETALCIN,"TR REL 0,30 BOB NBR5007 G2L290 BbOL","0,3000","260,0000","0,0000","0,00","6,09","506,00","3.235,62"
20-07-2016,0187676,11,229171-10,KEKO,"CHAPA GR LTQ 6,30 SAE1010","6,3000","1.500,0000","3.000,0000","0,00","2,63","1.599,00","4.548,79"
20-07-2016,0187677,11,227795-30,GPANIZ,"CHAPA FQ DEC 2,65 NBR6658 OL","2,6500","1.000,0000","3.000,0000","0,00","2,97","1.462,00","4.559,25"
20-07-2016,0187677,11,229776-30,GPANIZ,"CHAPA FQ DEC 2,65 NBR6658 OL","2,6500","1.000,0000","3.000,0000","0,00","2,97","2.927,00","9.127,85"
20-10-2016,0193476,11,231451-40,METMETALCIN,"TR REL 0,35 BOB NBR5007 G4RL BbOL","0,3500","260,0000","0,0000","0,00","6,09","4.275,00","27.336,49"
20-10-2016,0193476,11,231452-50,METMETALCIN,"TR REL 0,30 BOB NBR5007 G2L290 BbOL","0,3000","260,0000","0,0000","0,00","6,09","2.729,00","17.450,59"
20-10-2016,0193462,11,231451-40,METMETALCIN,"TR REL 0,35 BOB NBR5007 G4RL BbOL","0,3500","260,0000","0,0000","0,00","6,09","1.024,00","6.547,97"
20-10-2016,0193475,11,234047-10,VECTOR,"BLANK GA FF 0,90 NBR6658 OL","0,9000","411,0000","910,0000","0,00","3,83","3.473,00","13.966,67"
20-12-2016,0196912,11,234724-10,FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR MI REV","1,2500","25,0000","0,0000","0,00","4,28","1.863,00","7.973,64"
20-12-2016,0196911,11,238219-10,RODARE,"CHAPA GR LTQ 6,30 SAE1010","6,3000","1.500,0000","3.000,0000","0,00","3,05","11.264,00","36.072,96"
21-01-2016,0176943,11,219902-10,VECTOR,"BLANK GA FF 0,75 NBR6658 OL","0,7500","311,0000","574,0000","0,00","3,48","1.491,00","5.448,11"
21-01-2016,0176943,11,219901-20,VECTOR,"BLANK GA FF 0,90 NBR6658 OL","0,9000","654,0000","297,0000","0,00","3,48","1.658,00","6.058,33"
21-01-2016,0176935,11,220208-10,KEKO,"CHAPA FF 1,50 NBR5915 EM OL","1,5000","1.200,0000","1.595,0000","0,00","2,91","3.133,00","9.776,25"
21-01-2016,0176935,11,220208-60,KEKO,"CHAPA FQ 4,25 SAE1020","4,2500","1.200,0000","3.000,0000","0,00","2,50","2.694,00","7.246,63"
21-03-2016,0180333,11,222634-10,PRONATTOEQU,"TIRA FQ DEC BOB 3,00 NBR6658 OL","3,0000","95,4000","0,0000","0,00","2,91","2.481,00","7.580,70"
21-06-2016,0185730,11,227785-10,QUADRITECH,"TIRA FF BOB 1,50 NBR6658 OL","1,5000","48,0000","0,0000","0,00","3,15","904,00","3.062,72"
