Date,Inv,Est,Order,Client,Descrip,Esp,Larg,Comp,Piece_price,KG_price,Quantity,Total
01-02-2023,0320602,11,349076-20,PHTRANS,"CHAPA FQ 4,75 NBR6658 - 2022","4,7500","1.500,0000","3.000,0000","0,00","6,35","695,00","4.556,68"
01-02-2023,0320604,11,339588-10,METMETALCIN,"TIRA FF BOB 0,30 G2L290 BbOL","0,3000","243,0000","0,0000","0,00","13,57","1.034,00","14.487,40"
01-02-2023,0320604,11,346906-10,METMETALCIN,"TIRA FF BOB 0,30 G2L290 BbOL","0,3000","243,0000","0,0000","0,00","13,57","987,00","13.828,88"
01-02-2023,0320604,11,346906-20,METMETALCIN,"TIRA FF BOB 0,35 G4RL BbOL","0,3500","250,0000","0,0000","0,00","13,57","1.032,00","14.459,38"
01-02-2023,0320599,11,347480-90,MAQENGE,"TIRA FF BOB 0,60 SAE1006 OL - 2022","0,6000","213,0000","0,0000","0,00","7,90","2.885,00","23.532,22"
01-03-2023,0322069,11,350182-10,SASPLASTI,"TIRA FQ DEC BOB 2,65 NBR6658 OL","2,6500","22,0000","0,0000","0,00","8,60","1.411,00","12.528,97"
01-03-2023,0322068,11,347480-110,MAQENGE,"TIRA FF BOB 0,60 SAE1006 OL - 2022","0,6000","213,0000","0,0000","0,00","7,90","1.979,00","16.142,21"
01-03-2023,0322030,11,349971-10,ALCAST,"TIRA ZC BOB 1,25 NBR7008 ZC CR MI REV","1,2500","40,0000","0,0000","0,00","8,72","4.709,00","42.397,01"
01-08-2023,0329797,11,356021-140,MAQENGE,"TIRA FF BOB 0,60 SAE1006 OL","0,6000","213,0000","0,0000","0,00","7,98","1.929,00","15.893,71"
01-08-2023,0329798,11,356973-10,FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR MI REV","1,2500","23,5000","0,0000","0,00","9,95","3.429,00","35.227,40"
01-08-2023,0329798,11,356973-40,FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR MI REV","1,2500","138,0000","0,0000","0,00","9,35","1.401,00","13.525,08"
01-08-2023,0329798,11,355421-60,FLANTECH,"TIRA ZC BOB 1,24 NBR7008 ZC CR MI RV Z","1,2400","145,0000","0,0000","0,00","9,35","1.478,00","14.268,43"
01-08-2023,0329800,11,357242-10,METMETALCIN,"TIRA FF BOB 0,35 G4RL BbOL","0,3500","250,0000","0,0000","0,00","11,90","858,00","10.542,03"
01-08-2023,0329811,11,351451-40,METALMATRIX,"TIRA ZC BOB 1,11 NBR7008 ZC CR MI RV Z","1,1100","75,0000","0,0000","0,00","8,79","10.078,00","91.464,65"
01-08-2023,0329811,11,353201-50,METALMATRIX,"TIRA ZC BOB 1,55 NBR7008 ZC CR MI REV","1,5500","20,0000","0,0000","0,00","8,80","645,00","5.860,47"
01-08-2023,0329811,11,353201-80,METALMATRIX,"TIRA ZC BOB 1,55 NBR7008 ZC CR MI REV","1,5500","20,0000","0,0000","0,00","8,80","1.447,00","13.147,44"
01-08-2023,0329796,11,357038-10,METALSTAMP,"TIRA FF BOB 0,35 G4RL BbOL","0,3500","37,0000","0,0000","0,00","11,95","666,00","8.217,36"
01-08-2023,0329796,11,357038-20,METALSTAMP,"TIRA FF BOB 0,30 G4RL BbOL","0,3000","37,0000","0,0000","0,00","11,95","1.207,00","14.892,42"
01-09-2023,0331593,11,357860-10,METALSTAMP,"TIRA FF BOB 0,25 G4RL BbOL","0,2500","65,0000","0,0000","0,00","11,95","1.112,00","13.720,27"
01-11-2023,0334986,11,362042-20,FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR MI REV","1,2500","138,0000","0,0000","0,00","9,35","2.046,00","19.751,83"
01-11-2023,0334986,11,360788-70,FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR MI REV","1,2500","23,5000","0,0000","0,00","9,95","3.553,00","36.501,30"
01-12-2023,0336678,11,364171-40,FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR MI REV","1,2500","138,0000","0,0000","0,00","9,35","1.776,00","17.145,28"
01-12-2023,0336652,11,364333-10,METALMATRIX,"TIRA FQ DEC BOB 2,25 NBR6658 OL","2,2500","63,0000","0,0000","0,00","7,30","1.061,00","7.997,02"
01-12-2023,0336652,11,364333-20,METALMATRIX,"TIRA FQ DEC BOB 2,25 NBR6658 OL","2,2500","66,0000","0,0000","0,00","7,30","1.103,00","8.313,59"
01-12-2023,0336652,11,364333-30,METALMATRIX,"TIRA FQ DEC BOB 2,25 NBR6658 OL","2,2500","110,0000","0,0000","0,00","7,30","912,00","6.873,97"
01-12-2023,0336679,11,363157-50,FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR MI REV","1,2500","23,5000","0,0000","0,00","9,95","1.175,00","12.071,22"
02-01-2023,0318927,11,344713-10,METMETALCIN,"TIRA FF BOB 0,35 G4RL BbOL","0,3500","250,0000","0,0000","0,00","13,57","1.028,00","14.403,33"
02-02-2023,0320666,11,345253-80,METALMATRIX,"TIRA ZC BOB 1,55 NBR7008 ZC CR MI REV","1,5500","20,0000","0,0000","0,00","8,95","2.247,00","20.764,25"
02-02-2023,0320666,11,344663-130,METALMATRIX,"TIRA FF BOB 1,50 NBR6658 OL - 2022","1,5000","93,0000","0,0000","0,00","7,58","6.609,00","51.724,35"
02-03-2023,0081594,14,350724-20,MOFERKO,"CHAPA GR LCG 25,00 ASTM A 36","25,0000","2.000,0000","3.000,0000","0,00","10,09","1.285,00","13.387,03"
02-03-2023,0322104,11,347510-30,METALMATRIX,"TIRA ZC BOB 1,95 NBR7008 ZC CR MI RV Z","1,9500","32,0000","0,0000","0,00","8,90","5.299,00","48.693,84"
02-03-2023,0322105,11,349971-10,ALCAST,"TIRA ZC BOB 1,25 NBR7008 ZC CR MI REV","1,2500","40,0000","0,0000","0,00","8,72","3.376,00","30.395,48"
02-03-2023,0322157,11,345541-120,FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR MI REV","1,2500","23,5000","0,0000","0,00","10,90","4.783,00","53.829,08"
02-03-2023,0322156,11,349653-20,METALSTAMP,"TIRA FF BOB 0,35 G4RL BbOL","0,3500","81,0000","0,0000","0,00","13,62","2.079,00","29.236,25"
02-03-2023,0322156,11,349439-30,METALSTAMP,"TIRA FF BOB 0,25 G4RL BbOL - 2022","0,2500","67,0000","0,0000","0,00","13,62","1.056,00","14.850,16"
02-06-2023,0326843,11,353529-20,MAQENGE,"TIRA FF BOB 0,60 SAE1006 OL","0,6000","80,0000","0,0000","0,00","8,10","677,00","5.661,92"
02-06-2023,0326843,11,351215-150,MAQENGE,"TIRA FF BOB 0,60 SAE1006 OL","0,6000","354,0000","0,0000","0,00","7,90","2.729,00","22.259,77"
02-06-2023,0326843,11,351215-160,MAQENGE,"TIRA FF BOB 0,60 SAE1006 OL","0,6000","213,0000","0,0000","0,00","7,90","1.979,00","16.142,21"
02-06-2023,0326853,11,354505-10,METALMATRIX,"TIRA FQ DEC BOB 2,25 NBR6658 OL","2,2500","90,0000","0,0000","0,00","8,45","782,00","6.822,66"
02-06-2023,0326853,11,353201-60,METALMATRIX,"TIRA ZC BOB 1,55 NBR7008 ZC CR MI REV","1,5500","20,0000","0,0000","0,00","8,80","2.757,00","25.050,10"
02-10-2023,0333225,11,358777-10,METALSTAMP,"TIRA FF BOB 0,30 G4RL BbOL","0,3000","78,0000","0,0000","0,00","11,95","954,00","11.770,81"
02-10-2023,0333224,11,359107-20,FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR MI REV","1,2500","138,0000","0,0000","0,00","9,35","1.390,00","13.418,89"
02-10-2023,0333224,11,359107-50,FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR MI REV","1,2500","23,5000","0,0000","0,00","9,95","2.757,00","28.323,69"
02-10-2023,0333224,11,360788-50,FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR MI REV","1,2500","23,5000","0,0000","0,00","9,95","3.041,00","31.241,33"
03-01-2023,0318974,11,340570-20,FLANTECH,"TIRA ZC BOB 1,25 ASTM A 653 CSB Z275 C","1,2500","23,5000","0,0000","0,00","10,90","1.818,00","20.460,23"
03-02-2023,0320746,11,346949-10,FLANTECH,"CHAPA GR LTQ 8,00 ASTM A 36 - 2022","8,0000","1.200,0000","2.000,0000","0,00","7,80","1.848,00","14.882,87"
03-02-2023,0320746,11,346908-20,FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR MI REV","1,2500","23,5000","0,0000","0,00","10,90","2.543,00","28.619,56"
03-02-2023,0320746,11,345541-70,FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR MI REV","1,2500","138,0000","0,0000","0,00","10,65","1.827,00","20.089,92"
03-02-2023,0320746,11,345541-120,FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR MI REV","1,2500","23,5000","0,0000","0,00","10,90","2.166,00","24.376,71"
03-02-2023,0320744,11,346906-10,METMETALCIN,"TIRA FF BOB 0,30 G2L290 BbOL","0,3000","243,0000","0,0000","0,00","13,57","2.069,00","28.988,81"
03-03-2023,0322210,11,349530-10,METALMATRIX,"TIRA ZC BOB 1,95 NBR7008 ZC CR MI RV Z","1,9500","87,0000","0,0000","0,00","8,90","2.618,00","24.057,46"
03-03-2023,0322210,11,349499-130,METALMATRIX,"TIRA FF BOB 1,50 NBR6658 OL - 2022","1,5000","93,0000","0,0000","0,00","7,58","3.476,00","27.204,39"
03-04-2023,0323874,11,351351-40,FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR MI REV","1,2500","23,5000","0,0000","0,00","10,90","6.245,00","70.282,79"
03-04-2023,0323851,11,352286-30,ACOPLANO,"BOB FQ 3,00 CSN ARQ CIVIL 300 ACAB -","3,0000","1.200,0000","0,0000","0,00","6,49","12.215,00","81.851,80"
03-04-2023,0323851,11,352286-40,ACOPLANO,"BOB FQ 3,00 CSN ARQ CIVIL 300 ACAB -","3,0000","1.200,0000","0,0000","0,00","6,49","12.180,00","81.617,27"
03-05-2023,0325342,11,351215-120,MAQENGE,"TIRA FF BOB 0,60 SAE1006 OL","0,6000","213,0000","0,0000","0,00","7,90","3.019,00","24.625,23"
03-05-2023,0325342,11,351215-140,MAQENGE,"TIRA FF BOB 0,60 SAE1006 OL","0,6000","354,0000","0,0000","0,00","7,90","3.250,00","26.509,44"
03-10-2023,0333312,11,359789-20,METALSTAMP,"TIRA FF BOB 0,30 G4RL BbOL","0,3000","81,0000","0,0000","0,00","11,95","1.337,00","16.496,41"
03-10-2023,0333311,11,359696-10,MAQENGE,"TIRA FF BOB 0,60 SAE1006 OL","0,6000","213,0000","0,0000","0,00","7,72","1.974,00","15.734,56"
