Date,Inv,Est,Order,Client,Descrip,Esp,Larg,Comp,Piece_price,KG_price,Quantity,Total
03-03-2015,0159382,11,202358-10,HIDROJET,"CHAPA GR LTQ 9,50 SAE1010","9,5000","1.000,0000","2.600,0000","0,00","2,50","10.149,00","27.283,06"
03-06-2015,0164919,11,208296-20,PARTS,"CHAPA FF 0,90 NBR6658 OL","0,9000","1.000,0000","2.000,0000","0,00","2,90","996,00","3.032,82"
03-06-2015,0040382,14,208428-10,PERFILLINE,"BOB AL/ZN 0,43 ASTM A792 CN S/TQ","0,4300","1.200,0000","0,0000","0,00","3,38","7.025,00","24.931,73"
03-07-2015,0166497,11,203983-10,METMETALCIN,"TR REL 0,35 BOB NBR5007 G4RL BbOL","0,3500","260,0000","0,0000","0,00","5,60","1.160,00","6.820,80"
03-08-2015,0168108,11,210098-10,MAQENGE,"TIRA FF BOB 0,60 NBR6658 OL","0,6000","354,0000","0,0000","0,00","3,36","1.678,00","5.919,98"
03-08-2015,0168075,11,202452-20,BRIMEL,"TIRA FF BOB 0,60 NBR5915 EM OL","0,6000","25,0000","0,0000","0,00","3,99","349,00","1.462,14"
03-08-2015,0168075,11,209247-20,BRIMEL,"TIRA FF BOB 0,60 NBR5915 EM OL","0,6000","25,0000","0,0000","0,00","3,99","357,00","1.495,65"
03-08-2015,0168111,11,202702-90,KEKO,"CHAPA GR LTQ 9,50 NBR 6656 LNE 38","9,5000","1.200,0000","3.000,0000","0,00","3,09","1.390,00","4.600,74"
03-09-2015,0169976,11,212947-10,QUADRITECH,"TIRA FF BOB 1,20 NBR6658 OL","1,2000","30,0000","0,0000","0,00","3,05","1.051,00","3.433,21"
03-09-2015,0169976,11,212947-20,QUADRITECH,"TIRA FF BOB 1,90 NBR6658 OL","1,9000","101,0000","0,0000","0,00","2,75","916,00","2.703,69"
03-11-2015,0173265,11,215815-60,UNIFERRO,"CHAPA FF 1,20 NBR6658 OL","1,2000","1.000,0000","2.805,0000","0,00","2,58","3.801,00","10.296,91"
03-11-2015,0173263,11,216451-10,GPANIZ,"CHAPA ZC 0,50 NBR7008 ZC CR NO RV Z275","0,5000","1.000,0000","2.580,0000","0,00","3,80","1.409,00","5.715,45"
03-12-2015,0175014,11,211762-10,METMETALCIN,"TR REL 0,30 BOB NBR5007 G2L32 BbOL","0,3000","260,0000","0,0000","0,00","6,10","1.551,00","9.934,16"
03-12-2015,0175014,11,218452-30,METMETALCIN,"TR REL 0,35 BOB NBR5007 G2L32 BbOL","0,3500","260,0000","0,0000","0,00","6,10","396,00","2.536,38"
03-12-2015,0175014,11,211762-40,METMETALCIN,"TR REL 0,35 BOB NBR5007 G4RL BbOL","0,3500","260,0000","0,0000","0,00","6,10","1.545,00","9.895,73"
04-02-2015,0157604,11,198816-10,METMETALCIN,"TR REL 0,35 BOB NBR5007 G4RL BbOL","0,3500","260,0000","0,0000","0,00","5,80","3.298,00","20.084,82"
04-02-2015,0002239,15,198640-30,"D""ZAINER","TIRA FF BOB 1,90 NBR6658 OL","1,9000","44,0000","0,0000","0,00","2,84","3.585,00","10.690,47"
04-03-2015,0159513,11,202787-10,ANDREMODENA,"CHAPA FF 0,60 NBR6658 OL","0,6000","1.200,0000","3.000,0000","0,00","3,15","2.022,00","6.687,77"
04-03-2015,0159514,11,198627-10,VECTOR,"BLANK GA FF 0,90 NBR6658 OL","0,9000","411,0000","910,0000","0,00","3,44","5.141,00","18.569,29"
04-03-2015,0159515,11,196643-10,LUPEME,"TIRA FF BOB 1,20 NBR5915 EP OL","1,2000","30,0000","0,0000","0,00","3,20","2.154,00","7.237,44"
04-03-2015,0159516,11,202328-10,FERNANDA,"TIRA FF BOB 1,90 NBR6658 OL","1,9000","85,0000","0,0000","0,00","2,90","746,00","2.271,57"
04-03-2015,0002358,15,202649-10,LUPEME,"TIRA FF BOB 1,20 NBR5915 EP OL","1,2000","42,0000","0,0000","0,00","3,36","1.120,00","3.951,36"
04-03-2015,0159424,11,203424-10,RODARE,"CHAPA FF 1,20 NBR6658 OL","1,2000","1.200,0000","3.000,0000","0,00","2,89","66,00","200,28"
04-05-2015,0163079,11,205620-10,FLANTECH,"CHAPA GR LTQ 8,00 SAE1010","8,0000","1.200,0000","2.000,0000","0,00","2,53","3.747,00","9.479,91"
04-05-2015,0163053,11,206335-10,GPANIZ,"CHAPA GR LTQ 8,00 SAE1010","8,0000","1.200,0000","3.000,0000","0,00","2,45","936,00","2.469,56"
04-05-2015,0163053,11,206335-20,GPANIZ,"CHAPA GR LTQ 9,50 SAE1010","9,5000","1.200,0000","1.800,0000","0,00","2,45","1.004,00","2.648,98"
04-08-2015,0168115,11,208813-10,BORTOLOTTO,"TIRA ZC BOB 0,80 NBR7008 ZC CR NO REV","0,8000","33,0000","0,0000","0,00","3,72","288,00","1.124,93"
04-08-2015,0168115,11,208815-10,BORTOLOTTO,"TIRA ZC BOB 0,80 NBR7008 ZC CR NO REV","0,8000","346,0000","0,0000","0,00","3,72","1.202,00","4.695,01"
04-08-2015,0168143,11,210928-10,VECTOR,"BLANK GA FF 0,75 NBR6658 OL","0,7500","311,0000","574,0000","0,00","3,44","7.875,00","28.444,50"
04-08-2015,0168144,11,211560-10,ATIVICON,"CHAPA ZC 1,95 NBR7008 ZC CR NO RV Z275","1,9500","1.200,0000","1.695,0000","0,00","3,05","1.000,00","3.202,50"
04-08-2015,0168144,11,211569-10,ATIVICON,"CHAPA ZC 1,95 NBR7008 ZC CR NO RV Z275","1,9500","1.200,0000","2.500,0000","0,00","3,05","1.129,00","3.615,62"
04-08-2015,0168144,11,211560-20,ATIVICON,"CHAPA ZC 1,95 NBR7008 ZC CR NO RV Z275","1,9500","1.200,0000","1.500,0000","0,00","3,05","1.982,00","6.347,36"
04-08-2015,0168144,11,211569-20,ATIVICON,"CHAPA ZC 1,95 NBR7008 ZC CR NO RV Z275","1,9500","1.200,0000","1.800,0000","0,00","3,05","1.103,00","3.532,36"
04-08-2015,0168144,11,211569-30,ATIVICON,"CHAPA ZC 1,95 NBR7008 ZC CR NO RV Z275","1,9500","1.200,0000","2.000,0000","0,00","3,05","981,00","3.141,65"
04-08-2015,0168159,11,210013-10,KEKO,"CHAPA FQ 4,25 SAE1020","4,2500","1.200,0000","3.000,0000","0,00","2,53","2.929,00","7.973,01"
04-08-2015,0168159,11,210014-30,KEKO,"CHAPA FQ 3,00 SAE1010","3,0000","1.200,0000","3.000,0000","0,00","2,58","2.619,00","7.266,65"
04-08-2015,0168159,11,210015-90,KEKO,"CHAPA FQ 4,25 SAE1010","4,2500","1.500,0000","3.000,0000","0,00","2,53","3.050,00","8.302,37"
04-09-2015,0170026,11,210204-10,PERFILLINE,"TIRA AL/ZN BOB 0,43 ASTM A792 CN C/TQ","0,4300","30,0000","0,0000","0,00","3,60","6.754,00","25.530,12"
04-09-2015,0170029,11,213101-20,METCOSBI,"TIRA FQ DEC BOB 3,00 NBR6658 OL","3,0000","25,0000","0,0000","0,00","3,36","987,00","3.482,14"
04-11-2015,0173331,11,211761-10,METMETALCIN,"TR REL 0,30 BOB NBR5007 G2L32 BbOL","0,3000","260,0000","0,0000","0,00","5,60","1.460,00","8.584,80"
04-11-2015,0173331,11,211762-20,METMETALCIN,"TR REL 0,30 BOB NBR5007 G4RL BbOL","0,3000","260,0000","0,0000","0,00","5,60","498,00","2.928,24"
04-11-2015,0173331,11,211761-30,METMETALCIN,"TIRA FF BOB 0,75 NBR5915 EEP OL","0,7500","67,0000","0,0000","0,00","4,00","417,00","1.751,40"
04-11-2015,0173331,11,211761-40,METMETALCIN,"TR REL 0,35 BOB NBR5007 G4RL BbOL","0,3500","260,0000","0,0000","0,00","5,60","1.516,00","8.914,08"
04-11-2015,0173331,11,214116-40,METMETALCIN,"TR REL 0,40 BOB NBR5007 G4RL BbOL","0,4000","260,0000","0,0000","0,00","5,60","437,00","2.569,56"
04-11-2015,0173327,11,216554-10,ROAL,"CHAPA FQ 4,75 SAE1045","4,7500","1.200,0000","3.000,0000","0,00","2,85","2.771,00","8.292,22"
04-11-2015,0173329,11,213472-10,LUPEME,"TIRA FF BOB 1,20 NBR5915 EP OL","1,2000","36,0000","0,0000","0,00","3,24","990,00","3.367,98"
04-11-2015,0173329,11,215391-10,LUPEME,"TIRA FF BOB 1,50 NBR5915 EP OL","1,5000","70,0000","0,0000","0,00","3,24","563,00","1.915,33"
04-12-2015,0175076,11,218746-10,UNIFERRO,"CHAPA FQ 4,25 SAE1010","4,2500","1.200,0000","2.775,0000","0,00","2,35","5.714,00","14.099,30"
04-12-2015,0175080,11,213327-10,MAQENGE,"TIRA FF BOB 0,60 NBR6651 EEV OL","0,6000","213,0000","0,0000","0,00","3,75","4.063,00","15.998,06"
04-12-2015,0175026,11,217788-10,KEKO,"CHAPA GR LTQ 8,00 NBR 6656 LNE 38","8,0000","1.200,0000","3.000,0000","0,00","2,83","945,00","2.882,68"
04-12-2015,0175026,11,218273-60,KEKO,"CHAPA GR LTQ 6,30 NBR6656 LNE 38","6,3000","1.200,0000","3.000,0000","0,00","2,83","1.485,00","4.529,90"
04-12-2015,0175026,11,217418-60,KEKO,"CHAPA GR LTQ 6,30 NBR6656 LNE 38","6,3000","1.200,0000","3.000,0000","0,00","2,83","1.486,00","4.532,94"
05-01-2015,0155642,11,198623-10,ROAL,"TIRA FQ DEC BOB 3,00 NBR6658 OL","3,0000","29,5000","0,0000","0,00","3,05","1.059,00","3.391,45"
05-01-2015,0155640,11,196824-10,VECTOR,"BLANK GA FF 0,90 NBR6658 OL","0,9000","411,0000","910,0000","0,00","3,44","8.126,00","29.351,11"
05-01-2015,0155641,11,199060-10,LUNA,"CHAPA GR LTQ 9,50 NBR 6656 LNE 38","9,5000","1.200,0000","6.000,0000","0,00","2,95","3.369,00","10.435,48"
05-02-2015,0157711,11,198816-10,METMETALCIN,"TR REL 0,35 BOB NBR5007 G4RL BbOL","0,3500","260,0000","0,0000","0,00","5,80","1.642,00","9.999,78"
05-02-2015,0157683,11,199629-10,BORTOLOTTO,"TIRA ZC BOB 0,80 NBR7008 ZC CR NO REV","0,8000","346,0000","0,0000","0,00","3,94","1.235,00","5.109,20"
05-02-2015,0157712,11,196644-10,LUPEME,"TIRA FF BOB 1,20 NBR5915 EP OL","1,2000","30,0000","0,0000","0,00","3,20","1.848,00","6.209,28"
05-02-2015,0157714,11,200707-10,KEKO,"CHAPA FQ 2,00 SAE1010","2,0000","1.200,0000","3.000,0000","0,00","2,63","4.364,00","12.336,02"
05-02-2015,0157714,11,200981-10,KEKO,"CHAPA GR LTQ 8,00 SAE1010","8,0000","1.200,0000","3.000,0000","0,00","2,40","1.388,00","3.588,35"
05-02-2015,0157714,11,200978-50,KEKO,"CHAPA FQ 3,00 ASTM A 36","3,0000","1.200,0000","3.000,0000","0,00","2,45","1.540,00","4.062,17"
05-02-2015,0157714,11,200979-50,KEKO,"CHAPA FQ 3,00 ASTM A 36","3,0000","1.200,0000","3.000,0000","0,00","2,45","1.540,00","4.062,18"
05-02-2015,0157705,11,200911-20,BORGHETTI,"CHAPA FQ DEC 2,65 NBR6658 OL","2,6500","1.200,0000","3.000,0000","0,00","3,10","1.502,00","4.889,01"
05-03-2015,0039113,14,203817-10,PERFILLINE,"BOB AL/ZN 0,43 ASTM A792 CN S/TQ","0,4300","1.200,0000","0,0000","0,00","3,38","14.615,00","51.868,64"
