Date,Inv,Est,Order,Client,Descrip,Thk,Wd,Length,Piece_price,KG_price,Quantity,Total
02-01-2020,0259115,11,282329-50,METMETALCIN,"TR REL 0,35 BOB NBR5007 G4RL BbOL","0,3500","250,0000","0,0000","0,00","7,20","605,00","4.573,80"
02-03-2020,0262805,11,294848-10,METALSTAMP,"TR REL 0,35 BOB NBR5007 G4RL BbOL","0,3500","37,0000","0,0000","0,00","7,40","1.290,00","10.023,30"
02-03-2020,0262805,11,294848-20,METALSTAMP,"TR REL 0,30 BOB NBR5007 G4RL BbOL","0,3000","74,0000","0,0000","0,00","7,40","1.314,00","10.209,78"
02-06-2020,0266591,11,296381-20,KEKO,"CHAPA FQ 4,25 SAE1010","4,2500","1.500,0000","3.000,0000","0,00","3,58","1.378,00","5.179,90"
02-06-2020,0266591,11,297806-20,KEKO,"CHAPA GR LTQ 6,30 SAE1010","6,3000","1.200,0000","3.000,0000","0,00","3,58","5.808,00","21.832,27"
02-06-2020,0266591,11,296381-120,KEKO,"CHAPA GR LTQ 8,00 NBR 6656 LNE 38","8,0000","1.200,0000","3.000,0000","0,00","4,18","2.803,00","12.302,37"
02-06-2020,0266601,11,300449-10,MOFERKO,"CHAPA GR LTQ 8,00 NBR8300","8,0000","1.500,0000","3.000,0000","0,00","3,94","3.236,00","13.387,33"
02-06-2020,0266601,11,300449-20,MOFERKO,"CHAPA GR LTQ 9,50 NBR8300","9,5000","1.500,0000","3.000,0000","0,00","3,94","2.092,00","8.654,60"
02-06-2020,0266601,11,300449-30,MOFERKO,"CHAPA GR LTQ 9,50 NBR8300","9,5000","1.200,0000","3.000,0000","0,00","3,94","1.109,00","4.587,93"
02-06-2020,0266601,11,300449-40,MOFERKO,"CHAPA GR LTQ 12,50 NBR8300","12,5000","1.200,0000","3.000,0000","0,00","3,94","1.460,00","6.040,02"
02-07-2020,0268238,11,297290-10,METALMATRIX,"TIRA FF BOB 1,50 NBR6658 OL","1,5000","93,0000","0,0000","0,00","4,55","3.280,00","15.670,20"
02-07-2020,0268237,11,301930-10,MOFERKO,"CHAPA GR LTQ 8,00 NBR8300","8,0000","1.200,0000","3.000,0000","0,00","3,94","3.025,00","12.514,43"
02-10-2020,0274472,11,305232-10,KEKO,"CHAPA FQ 4,25 SAE1010","4,2500","1.500,0000","3.000,0000","0,00","5,19","2.801,00","15.264,05"
02-10-2020,0274472,11,306526-10,KEKO,"CHAPA GR LTQ 8,00 SAE1010","8,0000","1.200,0000","3.000,0000","0,00","5,19","4.681,00","25.509,11"
02-12-2020,0278062,11,307591-40,FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR NO REV","1,2500","23,5000","0,0000","0,00","8,40","7.176,00","60.278,40"
02-12-2020,0278061,11,307730-120,MAQENGE,"TIRA FF BOB 0,60 SAE1006 OL","0,6000","290,0000","0,0000","0,00","7,65","2.284,00","18.346,23"
03-02-2020,0260974,11,293777-10,SASPLASTI,"TIRA ZC BOB 0,50 NBR7008 ZC CR NO REV","0,5000","78,0000","0,0000","0,00","5,15","1.092,00","5.904,99"
03-02-2020,0260975,11,294182-10,FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR NO REV","1,2500","23,5000","0,0000","0,00","5,50","3.027,00","16.648,50"
03-02-2020,0260950,11,287250-10,KEKO,"CHAPA FQ 4,25 SAE1010","4,2500","1.500,0000","3.000,0000","0,00","3,52","2.882,00","10.651,87"
03-02-2020,0260976,11,290477-10,METMETALCIN,"TR REL 0,30 BOB NBR5007 G2L290 BbOL","0,3000","250,0000","0,0000","0,00","7,20","2.323,00","17.561,88"
03-02-2020,0260976,11,289615-10,METMETALCIN,"TIRA FF BOB 0,75 NBR5915 EEP OL","0,7500","213,0000","0,0000","0,00","5,81","1.216,00","7.418,21"
03-02-2020,0260976,11,287244-30,METMETALCIN,"TR REL 0,35 BOB NBR5007 G4RL BbOL","0,3500","250,0000","0,0000","0,00","7,20","985,00","7.446,60"
03-06-2020,0266672,11,300664-20,HIDROJET,"CHAPA GR LTQ 9,50 SAE1010","9,5000","1.000,0000","2.630,0000","0,00","3,78","9.722,00","38.586,62"
03-06-2020,0266690,11,292190-10,METALMATRIX,"TIRA ZC BOB 1,95 NBR7008 ZC CR MI RV Z","1,9500","32,0000","0,0000","0,00","5,30","9.851,00","54.820,82"
03-07-2020,0268322,11,292209-40,MAQENGE,"TIRA FF BOB 0,60 NBR6651 EEV OL","0,6000","213,0000","0,0000","0,00","6,93","1.160,00","8.440,74"
03-07-2020,0268287,11,301534-10,HIDROJET,"CHAPA GR LTQ 12,50 SAE1010","12,5000","1.500,0000","2.630,0000","0,00","3,88","8.743,00","35.618,98"
03-07-2020,0268320,11,297773-20,METALMATRIX,"TIRA FF BOB 1,50 NBR6658 OL","1,5000","120,0000","0,0000","0,00","4,42","5.277,00","24.490,56"
03-08-2020,0270186,11,302999-10,LUPEME,"TIRA FQ DEC BOB 2,65 NBR6658 OL","2,6500","77,0000","0,0000","0,00","4,75","682,00","3.401,48"
03-08-2020,0270187,11,302006-10,FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR NO REV","1,2500","23,5000","0,0000","0,00","5,77","1.351,00","7.795,27"
03-08-2020,0270187,11,301733-20,FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR NO REV","1,2500","239,0000","0,0000","0,00","5,56","3.334,00","18.537,04"
03-08-2020,0270188,11,295916-10,METMETALCIN,"TIRA FF BOB 0,75 NBR5915 EEP OL","0,7500","100,0000","0,0000","0,00","4,78","744,00","3.734,14"
03-12-2020,0278166,11,307924-10,LUPEME,"TIRA FF BOB 1,20 SAE1006 OL","1,2000","28,0000","0,0000","0,00","6,79","1.668,00","11.892,01"
03-12-2020,0278165,11,305226-30,UTIMIL,"TIRA FF BOB 0,90 NBR6658 OL","0,9000","20,0000","0,0000","0,00","5,55","1.012,00","5.897,43"
04-02-2020,0261068,11,294851-10,MOFERKO,"CHAPA FQ 4,75 NBR6658","4,7500","1.200,0000","3.000,0000","0,00","3,76","3.026,00","11.946,65"
04-02-2020,0260997,11,293018-60,HIDROJET,"CHAPA GR LTQ 8,00 SAE1010","8,0000","1.200,0000","2.930,0000","0,00","3,53","6.579,00","24.385,06"
04-03-2020,0263032,11,294960-10,FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR MI REV","1,2500","23,5000","0,0000","0,00","5,50","1.687,00","9.278,50"
04-05-2020,0265256,11,297795-20,L.MARQUEZZO,"TIRA FF BOB 1,50 NBR6658 OL","1,5000","198,0000","0,0000","0,00","4,30","3.793,00","17.125,40"
04-05-2020,0265260,11,295895-20,FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR NO REV","1,2500","239,0000","0,0000","0,00","5,57","1.262,00","7.029,34"
04-05-2020,0265258,11,297784-10,SASPLASTI,"TIRA ZC BOB 0,50 NBR7008 ZC CR NO REV","0,5000","78,0000","0,0000","0,00","6,28","3.031,00","19.986,41"
04-05-2020,0265270,11,294856-20,BRIMEL,"TIRA FF BOB 0,60 NBR5915 EEP OL","0,6000","52,0000","0,0000","0,00","4,70","1.613,00","7.960,16"
04-05-2020,0265270,11,294856-30,BRIMEL,"TIRA FF BOB 0,60 NBR5915 EEP OL","0,6000","25,0000","0,0000","0,00","4,70","456,00","2.250,36"
04-06-2020,0266761,11,298664-20,FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR NO REV","1,2500","23,5000","0,0000","0,00","5,77","6.005,00","34.648,85"
04-06-2020,0266765,11,289615-10,METMETALCIN,"TIRA FF BOB 0,75 NBR5915 EEP OL","0,7500","213,0000","0,0000","0,00","5,48","836,00","4.810,34"
04-08-2020,0270214,11,303070-10,CIKLO,"CHAPA FQ 3,00 SAE1010","3,0000","1.500,0000","6.143,0000","0,00","4,29","3.074,00","13.846,83"
04-09-2020,0272517,11,304307-10,SASPLASTI,"TIRA ZC BOB 0,50 NBR7008 ZC CR NO REV","0,5000","78,0000","0,0000","0,00","6,25","3.585,00","23.526,56"
04-11-2020,0276321,11,305563-20,METALMATRIX,"TIRA FF BOB 1,50 NBR6658 OL","1,5000","140,5000","0,0000","0,00","6,16","9.845,00","63.677,46"
04-11-2020,0276310,11,305777-10,VIEMME,"TIRA ZC BOB 1,25 NBR7008 ZC CR MI REV","1,2500","40,0000","0,0000","0,00","5,68","5.086,00","30.332,90"
04-12-2020,0278216,11,307730-50,MAQENGE,"TIRA FF BOB 0,60 NBR5915 EEP OL","0,6000","213,0000","0,0000","0,00","8,76","4.987,00","45.870,43"
05-02-2020,0261157,11,292183-10,METALMATRIX,"TIRA FF BOB 1,50 NBR6658 OL","1,5000","120,0000","0,0000","0,00","4,55","4.271,00","20.404,70"
05-02-2020,0261158,11,294853-10,FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR NO REV","1,2500","239,0000","0,0000","0,00","5,30","949,00","5.029,70"
05-03-2020,0263139,11,294852-10,LUPEME,"TIRA FQ DEC BOB 4,75 NBR6658 OL","4,7500","35,0000","0,0000","0,00","4,80","1.199,00","6.042,96"
05-03-2020,0263142,11,294960-10,FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR MI REV","1,2500","23,5000","0,0000","0,00","5,50","2.954,00","16.247,00"
05-05-2020,0265275,11,298759-10,HIDROJET,"CHAPA GR LTQ 8,00 SAE1010","8,0000","1.200,0000","2.930,0000","0,00","3,78","7.990,00","31.712,31"
05-05-2020,0265275,11,298759-20,HIDROJET,"CHAPA GR LTQ 8,00 SAE1010","8,0000","1.200,0000","2.930,0000","0,00","3,78","7.955,00","31.573,40"
05-06-2020,0266867,11,299402-10,KIFIXINDUST,"TIRA FQ DEC BOB 3,00 NBR6658 OL","3,0000","42,0000","0,0000","0,00","4,70","2.160,00","10.659,60"
05-06-2020,0266867,11,299402-20,KIFIXINDUST,"TIRA FQ DEC BOB 3,00 NBR6658 OL","3,0000","52,0000","0,0000","0,00","4,70","878,00","4.332,93"
05-06-2020,0266867,11,299402-30,KIFIXINDUST,"TIRA FQ DEC BOB 3,00 NBR6658 OL","3,0000","68,0000","0,0000","0,00","4,70","1.160,00","5.724,60"
05-06-2020,0266865,11,300714-10,MOFERKO,"CHAPA GR LTQ 6,30 NBR8300","6,3000","1.200,0000","3.000,0000","0,00","3,94","2.905,00","12.017,99"
05-06-2020,0266865,11,300714-30,MOFERKO,"CHAPA GR LTQ 8,00 NBR8300","8,0000","1.500,0000","3.000,0000","0,00","3,94","3.415,00","14.127,86"
05-06-2020,0266865,11,300714-40,MOFERKO,"CHAPA GR LTQ 9,50 CSN GR A36","9,5000","1.000,0000","3.000,0000","0,00","3,94","1.149,00","4.753,41"
05-06-2020,0266851,11,298664-20,FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR NO REV","1,2500","23,5000","0,0000","0,00","5,77","1.968,00","11.355,36"
05-08-2020,0270315,11,304138-10,KEKO,"CHAPA FQ 4,25 SAE1010","4,2500","1.500,0000","3.000,0000","0,00","4,17","4.274,00","18.713,71"
05-08-2020,0270315,11,304138-20,KEKO,"CHAPA GR LTQ 6,30 SAE1010","6,3000","1.200,0000","3.000,0000","0,00","4,17","8.362,00","36.613,02"
05-08-2020,0270315,11,301101-20,KEKO,"CHAPA FQ 3,00 SAE1010","3,0000","1.200,0000","3.000,0000","0,00","4,24","1.464,00","6.517,73"
05-10-2020,0274557,11,307923-30,KEKO,"CHAPA GR LTQ 6,30 SAE1010","6,3000","1.200,0000","3.000,0000","0,00","5,19","7.352,00","40.064,72"
05-11-2020,0276377,11,303984-30,METALMATRIX,"TIRA ZC BOB 1,95 NBR7008 ZC CR MI RV Z","1,9500","87,0000","0,0000","0,00","6,42","2.719,00","18.328,78"
05-11-2020,0276374,11,307730-20,MAQENGE,"TIRA FF BOB 0,60 NBR5915 EEP OL","0,6000","213,0000","0,0000","0,00","8,34","4.596,00","40.247,17"
05-11-2020,0276376,11,307591-10,FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR NO REV","1,2500","23,5000","0,0000","0,00","7,35","11.084,00","81.467,40"
05-11-2020,0276376,11,307591-20,FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR NO REV","1,2500","239,0000","0,0000","0,00","7,09","3.315,00","23.503,35"
06-01-2020,0259189,11,291411-10,METALSTAMP,"TR REL 0,30 BOB NBR5007 G4RL BbOL","0,3000","84,0000","0,0000","0,00","7,40","1.339,00","10.404,03"
06-02-2020,0261207,11,295140-10,NOVOPAPAGAI,"TIRA FF BOB 1,50 NBR6658 OL","1,5000","198,0000","0,0000","0,00","3,99","1.902,00","7.968,43"
06-02-2020,0261207,11,295140-30,NOVOPAPAGAI,"TIRA ZC BOB 1,95 NBR7008 ZC CR MI RV Z","1,9500","132,0000","0,0000","0,00","4,95","2.382,00","12.380,45"
06-02-2020,0261162,11,289616-10,KEKO,"CHAPA FQ 3,00 SAE1010","3,0000","1.200,0000","3.000,0000","0,00","3,59","1.482,00","5.586,40"
06-02-2020,0261162,11,287250-10,KEKO,"CHAPA FQ 4,25 SAE1010","4,2500","1.500,0000","3.000,0000","0,00","3,52","3.051,00","11.276,50"
06-02-2020,0261164,11,295298-10,MOFERKO,"CHAPA FF 1,50 NBR6658 OL","1,5000","1.500,0000","3.000,0000","0,00","4,15","1.549,00","6.749,77"
06-02-2020,0261164,11,295298-20,MOFERKO,"CHAPA FQ 2,00 NBR6658","2,0000","1.200,0000","3.000,0000","0,00","4,05","2.073,00","8.815,43"
06-03-2020,0263201,11,292185-20,METALMATRIX,"TIRA FF BOB 1,50 NBR6658 OL","1,5000","140,5000","0,0000","0,00","4,55","4.726,00","22.578,47"
06-05-2020,0265350,11,298759-30,HIDROJET,"CHAPA GR LTQ 8,00 SAE1010","8,0000","1.200,0000","2.930,0000","0,00","3,78","7.986,00","31.696,43"
06-07-2020,0268371,11,288229-40,MAQENGE,"TIRA FF BOB 0,60 NBR6651 EEV OL","0,6000","354,0000","0,0000","0,00","6,93","1.066,00","7.756,75"
06-07-2020,0268380,11,297726-10,METALMATRIX,"TIRA ZC BOB 1,95 NBR7008 ZC CR MI RV Z","1,9500","87,0000","0,0000","0,00","4,80","7.942,00","40.027,68"
06-07-2020,0268353,11,301534-20,HIDROJET,"CHAPA GR LTQ 12,50 SAE1010","12,5000","1.500,0000","2.630,0000","0,00","3,88","9.158,00","37.309,69"
06-08-2020,0270437,11,296449-10,METMETALCIN,"TR REL 0,30 BOB NBR5007 G2L290 BbOL","0,3000","250,0000","0,0000","0,00","6,98","1.631,00","11.953,60"
06-08-2020,0270437,11,296449-20,METMETALCIN,"TR REL 0,35 BOB NBR5007 G4RL BbOL","0,3500","250,0000","0,0000","0,00","6,98","1.913,00","14.020,38"
07-01-2020,0259270,11,292013-402,MS-ENGENH,"TIRA ZC BOB 2,70 NBR7008 ZC CR NO REV","2,7000","147,0000","0,0000","0,00","4,73","1.488,00","7.390,15"
07-01-2020,0259272,11,292358-10,SASPLASTI,"TIRA FQ DEC BOB 2,65 NBR6658 OL","2,6500","22,0000","0,0000","0,00","4,40","1.654,00","7.641,48"
07-01-2020,0259259,11,291668-20,CIRNA,"TIRA FQ DEC BOB 3,00 NBR6658 OL","3,0000","277,0000","0,0000","0,00","4,99","2.428,00","12.721,51"
07-02-2020,0261314,11,293037-20,GS,"TIRA ZC BOB 1,55 NBR7008 ZC CR NO REV","1,5500","30,0000","0,0000","0,00","5,00","989,00","5.192,25"
07-02-2020,0261314,11,293037-30,GS,"TIRA FF BOB 1,90 NBR6658 OL","1,9000","70,0000","0,0000","0,00","4,00","2.230,00","9.366,00"
07-02-2020,0261314,11,293037-60,GS,"TIRA FF BOB 1,90 NBR6658 OL","1,9000","54,5000","0,0000","0,00","4,00","432,00","1.814,40"
07-02-2020,0261312,11,291101-20,VIEMME,"TIRA ZC BOB 1,25 NBR7008 ZC CR MI REV","1,2500","40,0000","0,0000","0,00","5,00","878,00","4.609,50"
07-03-2020,0263247,11,296381-50,KEKO,"CHAPA GR LTQ 6,30 SAE1010","6,3000","1.200,0000","3.000,0000","0,00","3,58","5.482,00","20.606,84"
07-04-2020,0264408,11,294853-10,FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR NO REV","1,2500","239,0000","0,0000","0,00","5,30","5.038,00","26.701,40"
07-07-2020,0268452,11,302463-102,MS-ENGENH,"BOB FF 1,50 NBR6658 OL ACAB","1,5000","1.200,0000","0,0000","0,00","4,52","11.151,00","52.922,65"
07-07-2020,0268454,11,301475-30,GS,"TIRA FQ DEC BOB 2,25 NBR6658 OL","2,2500","21,0000","0,0000","0,00","4,82","1.020,00","5.162,22"
07-07-2020,0268469,11,301733-10,FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR NO REV","1,2500","23,5000","0,0000","0,00","5,77","3.318,00","19.144,86"
07-07-2020,0268469,11,300596-20,FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR NO REV","1,2500","239,0000","0,0000","0,00","5,56","1.043,00","5.799,08"
07-07-2020,0268470,11,301930-20,MOFERKO,"CHAPA GR LTQ 9,50 NBR8300","9,5000","1.200,0000","3.000,0000","0,00","3,94","2.765,00","11.438,81"
07-10-2020,0274747,11,305558-10,METALMATRIX,"TIRA ZC BOB 1,11 NBR7008 ZC CR MI RV Z","1,1100","75,0000","0,0000","0,00","6,59","5.159,00","35.697,70"
07-10-2020,0274747,11,292178-30,METALMATRIX,"TIRA ZC BOB 1,11 NBR7008 ZC CR MI RV Z","1,1100","75,0000","0,0000","0,00","6,59","2.226,00","15.402,81"
08-01-2020,0259343,11,287244-30,METMETALCIN,"TR REL 0,35 BOB NBR5007 G4RL BbOL","0,3500","250,0000","0,0000","0,00","7,20","2.036,00","15.392,16"
08-01-2020,0259324,11,289615-10,METMETALCIN,"TIRA FF BOB 0,75 NBR5915 EEP OL","0,7500","213,0000","0,0000","0,00","5,81","1.195,00","7.290,10"
08-01-2020,0259324,11,287244-20,METMETALCIN,"TR REL 0,30 BOB NBR5007 G2L290 BbOL","0,3000","250,0000","0,0000","0,00","7,20","2.286,00","17.282,16"
08-04-2020,0264419,11,297778-10,FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR NO REV","1,2500","23,5000","0,0000","0,00","5,77","5.834,00","33.662,18"
08-05-2020,0265496,11,292191-20,METALMATRIX,"TIRA ZC BOB 1,95 NBR7008 ZC CR MI RV Z","1,9500","87,0000","0,0000","0,00","4,80","3.277,00","16.516,08"
08-06-2020,0266926,11,296381-10,KEKO,"CHAPA FQ 3,00 SAE1010","3,0000","1.200,0000","3.000,0000","0,00","3,64","2.920,00","11.160,24"
08-06-2020,0266926,11,297806-10,KEKO,"CHAPA FF 1,50 NBR5915 EM OL","1,5000","1.200,0000","1.595,0000","0,00","4,02","1.492,00","6.297,73"
08-06-2020,0266926,11,297806-50,KEKO,"CHAPA FQ 2,00 SAE1010","2,0000","1.200,0000","3.000,0000","0,00","3,75","3.235,00","12.737,81"
08-06-2020,0266926,11,297806-80,KEKO,"CHAPA GR LTQ 8,00 SAE1010","8,0000","1.200,0000","3.000,0000","0,00","3,58","1.639,00","6.161,00"
08-07-2020,0268548,11,301534-30,HIDROJET,"CHAPA GR LTQ 12,50 SAE1010","12,5000","1.500,0000","2.630,0000","0,00","3,88","9.089,00","37.028,59"
08-07-2020,0268565,11,295916-10,METMETALCIN,"TIRA FF BOB 0,75 NBR5915 EEP OL","0,7500","100,0000","0,0000","0,00","4,78","765,00","3.839,54"
08-07-2020,0268565,11,296449-10,METMETALCIN,"TR REL 0,30 BOB NBR5007 G2L290 BbOL","0,3000","250,0000","0,0000","0,00","6,98","1.049,00","7.688,12"
08-07-2020,0268565,11,290477-30,METMETALCIN,"TR REL 0,35 BOB NBR5007 G4RL BbOL","0,3500","250,0000","0,0000","0,00","6,98","1.021,00","7.482,91"
08-09-2020,0272588,11,304788-20,HIDROJET,"CHAPA GR LTQ 12,50 SAE1010","12,5000","1.500,0000","2.630,0000","0,00","4,42","7.142,00","33.146,02"
08-09-2020,0272588,11,304788-30,HIDROJET,"CHAPA GR LTQ 12,50 SAE1010","12,5000","1.500,0000","2.630,0000","0,00","4,42","6.401,00","29.707,04"
08-09-2020,0272554,11,305253-10,MOFERKO,"CHAPA GR LTQ 8,00 NBR 6656 LNE 38","8,0000","1.200,0000","3.000,0000","0,00","4,98","8.134,00","42.532,69"
08-10-2020,0274846,11,308254-20,ENGATCAR,"CHAPA FQ 3,00 SAE1010","3,0000","1.200,0000","3.000,0000","0,00","5,32","7.607,00","42.492,70"
08-10-2020,0274905,11,305228-10,METALSTAMP,"TR REL 0,30 BOB NBR5007 G4RL BbOL","0,3000","78,0000","0,0000","0,00","8,14","1.404,00","11.999,99"
08-10-2020,0274905,11,306517-10,METALSTAMP,"TR REL 0,30 BOB NBR5007 G4RL BbOL","0,3000","74,0000","0,0000","0,00","8,14","2.476,00","21.162,37"
08-10-2020,0274906,11,305226-10,UTIMIL,"TIRA ZC BOB 0,80 NBR7008 ZC CR NO REV","0,8000","54,0000","0,0000","0,00","5,98","1.885,00","11.835,92"
08-12-2020,0278413,11,307730-60,MAQENGE,"TIRA FF BOB 0,60 NBR5915 EEP OL","0,6000","213,0000","0,0000","0,00","8,76","5.290,00","48.657,42"
08-12-2020,0278413,11,307730-90,MAQENGE,"TIRA FF BOB 0,60 NBR5915 EEP OL","0,6000","354,0000","0,0000","0,00","8,76","4.832,00","44.444,74"
08-12-2020,0278369,11,309380-10,CIRNA,"TIRA FQ DEC BOB 3,00 NBR6658 OL","3,0000","277,0000","0,0000","0,00","6,65","5.235,00","36.553,39"
08-12-2020,0278414,11,307591-40,FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR NO REV","1,2500","23,5000","0,0000","0,00","8,40","10.034,00","84.285,60"
09-01-2020,0259389,11,292620-30,KEKO,"CHAPA GR LTQ 8,00 NBR 6656 LNE 38","8,0000","1.200,0000","3.000,0000","0,00","4,23","3.020,00","13.413,33"
09-01-2020,0259378,11,291099-10,LUPEME,"CHAPA GR LTQ 6,30 ASTM A 36","6,3000","1.500,0000","3.000,0000","0,00","3,62","1.142,00","4.340,74"
09-03-2020,0263328,11,292191-10,METALMATRIX,"TIRA ZC BOB 1,95 NBR7008 ZC CR MI RV Z","1,9500","87,0000","0,0000","0,00","4,80","10.078,00","50.793,12"
09-07-2020,0268632,11,301733-10,FLANTECH,"TIRA ZC BOB 1,25 NBR7008 ZC CR NO REV","1,2500","23,5000","0,0000","0,00","5,77","1.539,00","8.880,03"
09-07-2020,0268633,11,302495-10,MOFERKO,"CHAPA FF 0,90 CSN OEM 60 OL","0,9000","1.000,0000","3.000,0000","0,00","4,90","1.180,00","6.071,10"
09-07-2020,0268633,11,302495-20,MOFERKO,"CHAPA FF 1,20 NBR6658 OL","1,2000","1.500,0000","3.000,0000","0,00","4,73","1.031,00","5.120,46"
09-07-2020,0268633,11,302495-30,MOFERKO,"CHAPA FF 1,50 NBR6658 OL","1,5000","1.200,0000","3.000,0000","0,00","4,73","1.095,00","5.438,32"
09-07-2020,0268633,11,302495-40,MOFERKO,"CHAPA FQ 2,00 SAE1010","2,0000","1.000,0000","3.000,0000","0,00","4,42","1.635,00","7.588,04"
09-10-2020,0274974,11,305562-10,METALMATRIX,"TIRA FF BOB 1,50 NBR6658 OL","1,5000","120,0000","0,0000","0,00","6,16","6.380,00","41.265,84"
09-10-2020,0274974,11,301860-20,METALMATRIX,"TIRA ZC BOB 1,95 NBR7008 ZC CR MI RV Z","1,9500","32,0000","0,0000","0,00","6,96","3.912,00","28.588,90"
09-12-2020,0278536,11,310759-10,LUPEME,"CHAPA GR LTQ 6,30 ASTM A 36","6,3000","1.500,0000","3.000,0000","0,00","6,37","1.148,00","7.678,40"
10-01-2020,0259443,11,292849-10,PERFILLINE,"TIRA FF BOB 1,50 NBR6658 OL","1,5000","198,0000","0,0000","0,00","3,99","2.947,00","12.346,46"
10-01-2020,0259451,11,293018-10,HIDROJET,"CHAPA GR LTQ 8,00 SAE1010","8,0000","1.200,0000","2.930,0000","0,00","3,53","5.703,00","21.138,17"
10-01-2020,0259454,11,293018-20,HIDROJET,"CHAPA GR LTQ 8,00 SAE1010","8,0000","1.200,0000","2.930,0000","0,00","3,53","6.575,00","24.370,24"
10-01-2020,0259458,11,293018-30,HIDROJET,"CHAPA GR LTQ 8,00 SAE1010","8,0000","1.200,0000","2.930,0000","0,00","3,53","1.602,00","5.937,81"
10-01-2020,0259486,11,293018-30,HIDROJET,"CHAPA GR LTQ 8,00 SAE1010","8,0000","1.200,0000","2.930,0000","0,00","3,53","2.722,00","10.089,09"
10-02-2020,0261411,11,292185-10,METALMATRIX,"TIRA FF BOB 1,50 NBR6658 OL","1,5000","140,5000","0,0000","0,00","4,55","4.919,00","23.500,52"
