Data,US_Dollar_in_R$
2008-04-14,"1,6859"
2008-04-11,"1,6868"
2008-04-10,"1,6814"
2008-04-09,"1,6870"
2008-04-08,"1,7030"
2008-04-07,"1,6982"
2008-04-04,"1,7109"
2008-04-03,"1,7244"
2008-04-02,"1,7265"
2008-04-01,"1,7526"
2008-03-31,"1,7483"
2008-03-28,"1,7448"
2008-03-27,"1,7337"
2008-03-26,"1,7280"
2008-03-25,"1,7333"
2008-03-24,"1,7399"
2008-03-20,"1,7416"
2008-03-19,"1,7037"
2008-03-18,"1,6999"
2008-03-17,"1,7240"
2008-03-14,"1,6939"
2008-03-13,"1,6963"
2008-03-12,"1,6788"
2008-03-11,"1,6939"
2008-03-10,"1,6988"
2008-03-07,"1,6833"
2008-03-06,"1,6712"
2008-03-05,"1,6692"
2008-03-04,"1,6722"
2008-03-03,"1,6808"
2008-02-29,"1,6825"
2008-02-28,"1,6715"
2008-02-27,"1,6707"
2008-02-26,"1,6874"
2008-02-25,"1,7054"
2008-02-22,"1,7032"
2008-02-21,"1,7096"
2008-02-20,"1,7343"
2008-02-19,"1,7321"
2008-02-18,"1,7386"
2008-02-15,"1,7533"
2008-02-14,"1,7461"
2008-02-13,"1,7451"
2008-02-12,"1,7470"
2008-02-11,"1,7593"
2008-02-08,"1,7673"
2008-02-07,"1,7619"
2008-02-06,"1,7523"
2008-02-01,"1,7443"
2008-01-31,"1,7595"
2008-01-30,"1,7794"
2008-01-29,"1,7754"
2008-01-28,"1,7898"
2008-01-25,"1,7904"
2008-01-24,"1,7875"
2008-01-23,"1,8139"
2008-01-22,"1,8033"
2008-01-21,"1,8293"
2008-01-18,"1,7842"
2008-01-17,"1,7679"
2008-01-16,"1,7622"
2008-01-15,"1,7442"
2008-01-14,"1,7406"
2008-01-11,"1,7528"
2008-01-10,"1,7620"
2008-01-09,"1,7683"
2008-01-08,"1,7546"
2008-01-07,"1,7667"
2008-01-04,"1,7566"
2008-01-03,"1,7561"
2008-01-02,"1,7714"
2007-12-31,"1,7705"
2007-12-28,"1,7705"
2007-12-27,"1,7663"
2007-12-26,"1,7787"
2007-12-24,"1,7901"
2007-12-21,"1,7958"
2007-12-20,"1,8024"
2007-12-19,"1,8011"
2007-12-18,"1,8083"
2007-12-17,"1,8115"
2007-12-14,"1,7951"
2007-12-13,"1,7738"
2007-12-12,"1,7616"
2007-12-11,"1,7642"
2007-12-10,"1,7612"
2007-12-07,"1,7608"
2007-12-06,"1,7865"
2007-12-05,"1,7948"
2007-12-04,"1,8225"
2007-12-03,"1,7880"
2007-11-30,"1,7829"
2007-11-29,"1,7897"
2007-11-28,"1,8010"
2007-11-27,"1,8493"
2007-11-26,"1,8102"
2007-11-23,"1,7954"
2007-11-22,"1,7739"
2007-11-21,"1,7858"
2007-11-20,"1,7639"
2007-11-19,"1,7585"
2007-11-16,"1,7406"
2007-11-14,"1,7370"
2007-11-13,"1,7674"
2007-11-12,"1,7732"
2007-11-09,"1,7482"
2007-11-08,"1,7346"
2007-11-07,"1,7392"
2007-11-06,"1,7317"
2007-11-05,"1,7548"
2007-11-01,"1,7452"
2007-10-31,"1,7432"
2007-10-30,"1,7544"
2007-10-29,"1,7587"
2007-10-26,"1,7744"
2007-10-25,"1,7888"
2007-10-24,"1,7961"
2007-10-23,"1,7999"
2007-10-22,"1,8198"
2007-10-19,"1,7956"
2007-10-18,"1,8063"
2007-10-17,"1,8130"
2007-10-16,"1,8234"
2007-10-15,"1,8070"
2007-10-11,"1,7912"
2007-10-10,"1,8040"
2007-10-09,"1,8100"
2007-10-08,"1,8125"
2007-10-05,"1,8084"
2007-10-04,"1,8276"
2007-10-03,"1,8266"
2007-10-02,"1,8227"
2007-10-01,"1,8217"
2007-09-28,"1,8381"
2007-09-27,"1,8401"
2007-09-26,"1,8485"
2007-09-25,"1,8648"
2007-09-24,"1,8686"
2007-09-21,"1,8610"
2007-09-20,"1,8629"
2007-09-19,"1,8631"
2007-09-18,"1,8952"
2007-09-17,"1,9115"
2007-09-14,"1,9023"
2007-09-13,"1,8983"
2007-09-12,"1,9117"
2007-09-11,"1,9296"
2007-09-10,"1,9583"
2007-09-06,"1,9537"
2007-09-05,"1,9632"
2007-09-04,"1,9520"
2007-09-03,"1,9539"
2007-08-31,"1,9612"
2007-08-30,"1,9769"
2007-08-29,"1,9856"
2007-08-28,"1,9841"
2007-08-27,"1,9481"
2007-08-24,"1,9847"
2007-08-23,"1,9931"
2007-08-22,"2,0165"
2007-08-21,"2,0377"
2007-08-20,"2,0272"
2007-08-17,"2,0368"
2007-08-16,"2,1116"
2007-08-15,"2,0035"
2007-08-14,"1,9801"
2007-08-13,"1,9403"
2007-08-10,"1,9542"
2007-08-09,"1,9183"
2007-08-08,"1,8858"
2007-08-07,"1,9069"
2007-08-06,"1,9098"
2007-08-03,"1,8806"
2007-08-02,"1,8721"
2007-08-01,"1,8848"
2007-07-31,"1,8768"
2007-07-30,"1,8801"
2007-07-27,"1,9061"
2007-07-26,"1,9046"
2007-07-25,"1,8635"
2007-07-24,"1,8517"
2007-07-23,"1,8440"
2007-07-20,"1,8598"
2007-07-19,"1,8528"
2007-07-18,"1,8601"
2007-07-17,"1,8613"
2007-07-16,"1,8639"
2007-07-13,"1,8676"
2007-07-12,"1,8759"
2007-07-11,"1,8892"
2007-07-10,"1,8939"
2007-07-09,"1,8984"
2007-07-06,"1,9025"
2007-07-05,"1,9149"
2007-07-04,"1,9091"
2007-07-03,"1,9114"
2007-07-02,"1,9168"
2007-06-29,"1,9254"
2007-06-28,"1,9248"
2007-06-27,"1,9491"
2007-06-26,"1,9480"
2007-06-25,"1,9371"
2007-06-22,"1,9326"
2007-06-21,"1,9189"
2007-06-20,"1,9190"
2007-06-19,"1,9100"
2007-06-18,"1,9000"
2007-06-15,"1,9089"
2007-06-14,"1,9295"
2007-06-13,"1,9434"
2007-06-12,"1,9412"
2007-06-11,"1,9465"
2007-06-08,"1,9630"
2007-06-06,"1,9609"
2007-06-05,"1,9387"
2007-06-04,"1,9207"
2007-06-01,"1,9048"
2007-05-31,"1,9281"
2007-05-30,"1,9460"
2007-05-29,"1,9453"
2007-05-28,"1,9433"
2007-05-25,"1,9512"
2007-05-24,"1,9645"
2007-05-23,"1,9481"
2007-05-22,"1,9401"
2007-05-21,"1,9427"
2007-05-18,"1,9622"
2007-05-17,"1,9565"
2007-05-16,"1,9578"
2007-05-15,"1,9914"
2007-05-14,"2,0130"
2007-05-11,"2,0186"
2007-05-10,"2,0209"
2007-05-09,"2,0214"
2007-05-08,"2,0218"
2007-05-07,"2,0258"
2007-05-04,"2,0301"
2007-05-03,"2,0231"
2007-05-02,"2,0260"
2007-04-30,"2,0331"
2007-04-27,"2,0313"
2007-04-26,"2,0244"
2007-04-25,"2,0228"
2007-04-24,"2,0377"
2007-04-23,"2,0282"
2007-04-20,"2,0254"
2007-04-19,"2,0304"
2007-04-18,"2,0357"
2007-04-17,"2,0340"
2007-04-16,"2,0332"
2007-04-13,"2,0223"
2007-04-12,"2,0363"
2007-04-11,"2,0325"
2007-04-10,"2,0274"
2007-04-09,"2,0228"
2007-04-05,"2,0325"
2007-04-04,"2,0313"
2007-04-03,"2,0364"
2007-04-02,"2,0470"
2007-03-30,"2,0496"
2007-03-29,"2,0537"
2007-03-28,"2,0708"
2007-03-27,"2,0629"
2007-03-26,"2,0593"
2007-03-23,"2,0644"
2007-03-22,"2,0594"
2007-03-21,"2,0668"
2007-03-20,"2,0755"
2007-03-19,"2,0784"
2007-03-16,"2,0907"
2007-03-15,"2,0901"
2007-03-14,"2,1036"
2007-03-13,"2,0954"
2007-03-12,"2,0894"
2007-03-09,"2,0975"
2007-03-08,"2,1046"
2007-03-07,"2,1113"
2007-03-06,"2,1201"
2007-03-05,"2,1380"
2007-03-02,"2,1266"
2007-03-01,"2,1252"
2007-02-28,"2,1174"
2007-02-27,"2,1091"
2007-02-26,"2,0855"
2007-02-23,"2,0860"
2007-02-22,"2,0758"
2007-02-21,"2,0794"
2007-02-16,"2,0905"
2007-02-15,"2,0888"
2007-02-14,"2,0992"
2007-02-13,"2,1080"
2007-02-12,"2,1132"
2007-02-09,"2,1025"
2007-02-08,"2,0943"
2007-02-07,"2,0844"
2007-02-06,"2,0825"
2007-02-05,"2,0956"
2007-02-02,"2,0974"
2007-02-01,"2,1085"
2007-01-31,"2,1239"
2007-01-30,"2,1321"
2007-01-29,"2,1352"
2007-01-26,"2,1352"
2007-01-25,"2,1273"
2007-01-24,"2,1278"
2007-01-23,"2,1360"
2007-01-22,"2,1319"
2007-01-19,"2,1399"
2007-01-18,"2,1321"
2007-01-17,"2,1342"
2007-01-16,"2,1436"
2007-01-15,"2,1399"
2007-01-12,"2,1413"
2007-01-11,"2,1457"
2007-01-10,"2,1548"
2007-01-09,"2,1498"
2007-01-08,"2,1497"
2007-01-05,"2,1466"
2007-01-04,"2,1421"
2007-01-03,"2,1364"
2007-01-02,"2,1334"
2006-12-29,"2,1372"
2006-12-28,"2,1372"
2006-12-27,"2,1489"
2006-12-26,"2,1429"
2006-12-22,"2,1510"
2006-12-20,"2,1552"
2006-12-19,"2,1564"
2006-12-18,"2,1462"
2006-12-15,"2,1462"
2006-12-14,"2,1452"
2006-12-13,"2,1451"
2006-12-12,"2,1473"
2006-12-11,"2,1376"
2006-12-08,"2,1434"
2006-12-07,"2,1420"
2006-12-06,"2,1520"
2006-12-05,"2,1552"
2006-12-04,"2,1685"
2006-12-01,"2,1664"
2006-11-30,"2,1660"
2006-11-29,"2,1775"
2006-11-28,"2,1862"
2006-11-27,"2,1792"
2006-11-24,"2,1692"
2006-11-23,"2,1675"
2006-11-22,"2,1615"
2006-11-21,"2,1630"
2006-11-20,"2,1614"
2006-11-17,"2,1585"
2006-11-16,"2,1509"
2006-11-14,"2,1529"
2006-11-13,"2,1612"
2006-11-10,"2,1481"
2006-11-09,"2,1404"
2006-11-08,"2,1456"
2006-11-07,"2,1345"
2006-11-06,"2,1370"
2006-11-03,"2,1412"
2006-11-01,"2,1402"
2006-10-31,"2,1422"
2006-10-30,"2,1448"
2006-10-27,"2,1370"
2006-10-26,"2,1355"
2006-10-25,"2,1502"
2006-10-24,"2,1459"
2006-10-23,"2,1383"
2006-10-20,"2,1449"
2006-10-19,"2,1379"
2006-10-18,"2,1331"
2006-10-17,"2,1353"
2006-10-16,"2,1323"
2006-10-13,"2,1411"
2006-10-11,"2,1538"
2006-10-10,"2,1489"
2006-10-09,"2,1580"
2006-10-06,"2,1621"
2006-10-05,"2,1621"
2006-10-04,"2,1668"
2006-10-03,"2,1647"
2006-10-02,"2,1615"
2006-09-29,"2,1734"
2006-09-28,"2,1785"
2006-09-27,"2,1852"
2006-09-26,"2,1972"
2006-09-25,"2,2180"
2006-09-22,"2,2169"
2006-09-21,"2,1961"
2006-09-20,"2,1682"
2006-09-19,"2,1510"
2006-09-18,"2,1445"
2006-09-15,"2,1532"
2006-09-14,"2,1585"
2006-09-13,"2,1692"
2006-09-12,"2,1724"
2006-09-11,"2,1743"
2006-09-08,"2,1574"
2006-09-06,"2,1435"
2006-09-05,"2,1280"
2006-09-04,"2,1274"
2006-09-01,"2,1460"
2006-08-31,"2,1380"
2006-08-30,"2,1322"
2006-08-29,"2,1411"
2006-08-28,"2,1465"
2006-08-25,"2,1563"
2006-08-24,"2,1515"
2006-08-23,"2,1346"
2006-08-22,"2,1347"
2006-08-21,"2,1353"
2006-08-18,"2,1448"
2006-08-17,"2,1357"
2006-08-16,"2,1321"
2006-08-15,"2,1472"
2006-08-14,"2,1597"
2006-08-11,"2,1608"
2006-08-10,"2,1620"
2006-08-09,"2,1679"
2006-08-08,"2,1831"
2006-08-07,"2,1785"
2006-08-04,"2,1712"
2006-08-03,"2,1827"
2006-08-02,"2,1813"
2006-08-01,"2,1897"
2006-07-31,"2,1754"
2006-07-28,"2,1792"
2006-07-27,"2,1891"
2006-07-26,"2,1976"
2006-07-25,"2,1985"
2006-07-24,"2,1908"
2006-07-21,"2,1927"
2006-07-20,"2,1887"
2006-07-19,"2,1802"
2006-07-18,"2,1954"
2006-07-17,"2,2118"
2006-07-14,"2,2122"
2006-07-13,"2,2098"
2006-07-12,"2,1907"
2006-07-11,"2,1851"
2006-07-10,"2,1742"
2006-07-07,"2,1757"
2006-07-06,"2,1832"
2006-07-05,"2,1947"
2006-07-04,"2,1638"
2006-07-03,"2,1693"
2006-06-30,"2,1635"
2006-06-29,"2,2055"
2006-06-28,"2,2254"
2006-06-27,"2,2307"
2006-06-26,"2,2251"
2006-06-23,"2,2454"
2006-06-22,"2,2383"
2006-06-21,"2,2370"
2006-06-20,"2,2498"
2006-06-19,"2,2396"
2006-06-16,"2,2513"
2006-06-14,"2,2837"
2006-06-13,"2,3010"
2006-06-12,"2,2699"
2006-06-09,"2,2607"
2006-06-08,"2,2693"
2006-06-07,"2,2492"
2006-06-06,"2,2678"
2006-06-05,"2,2549"
2006-06-02,"2,2587"
2006-06-01,"2,2705"
2006-05-31,"2,2997"
2006-05-30,"2,3227"
2006-05-29,"2,2558"
2006-05-26,"2,2512"
2006-05-25,"2,3142"
2006-05-24,"2,3703"
2006-05-23,"2,2593"
2006-05-22,"2,2875"
2006-05-19,"2,1922"
2006-05-18,"2,1825"
2006-05-17,"2,1818"
2006-05-16,"2,1395"
2006-05-15,"2,1766"
2006-05-12,"2,1299"
2006-05-11,"2,0873"
2006-05-10,"2,0578"
2006-05-09,"2,0634"
2006-05-08,"2,0643"
2006-05-05,"2,0579"
2006-05-04,"2,0659"
2006-05-03,"2,0698"
2006-05-02,"2,0710"
2006-04-28,"2,0884"
2006-04-27,"2,1128"
2006-04-26,"2,1216"
2006-04-25,"2,1225"
2006-04-24,"2,1174"
2006-04-20,"2,1228"
2006-04-19,"2,1135"
2006-04-18,"2,1284"
2006-04-17,"2,1335"
2006-04-13,"2,1428"
2006-04-12,"2,1328"
2006-04-11,"2,1412"
2006-04-10,"2,1514"
2006-04-07,"2,1401"
2006-04-06,"2,1291"
2006-04-05,"2,1336"
2006-04-04,"2,1285"
2006-04-03,"2,1534"
2006-03-31,"2,1716"
2006-03-30,"2,1944"
2006-03-29,"2,2220"
2006-03-28,"2,2230"
2006-03-27,"2,1796"
2006-03-24,"2,1620"
2006-03-23,"2,1498"
2006-03-22,"2,1545"
2006-03-21,"2,1583"
2006-03-20,"2,1378"
2006-03-17,"2,1180"
2006-03-16,"2,1059"
2006-03-15,"2,1207"
2006-03-14,"2,1261"
2006-03-13,"2,1341"
2006-03-10,"2,1439"
2006-03-09,"2,1607"
2006-03-08,"2,1770"
2006-03-07,"2,1674"
2006-03-06,"2,1253"
2006-03-03,"2,1147"
2006-03-02,"2,1126"
2006-03-01,"2,1173"
2006-02-24,"2,1347"
2006-02-23,"2,1345"
2006-02-22,"2,1476"
2006-02-21,"2,1289"
2006-02-20,"2,1174"
2006-02-17,"2,1178"
2006-02-16,"2,1169"
2006-02-15,"2,1367"
2006-02-14,"2,1427"
2006-02-13,"2,1613"
2006-02-10,"2,1567"
2006-02-09,"2,1770"
2006-02-08,"2,1948"
2006-02-07,"2,1858"
2006-02-06,"2,1869"
2006-02-03,"2,2194"
2006-02-02,"2,2202"
2006-02-01,"2,2209"
2006-01-31,"2,2152"
2006-01-30,"2,2108"
2006-01-27,"2,2144"
2006-01-26,"2,2374"
2006-01-25,"2,2425"
2006-01-24,"2,2432"
2006-01-23,"2,2601"
2006-01-20,"2,2748"
2006-01-19,"2,3217"
2006-01-18,"2,3268"
2006-01-17,"2,2916"
2006-01-16,"2,2754"
2006-01-13,"2,2739"
2006-01-12,"2,2721"
2006-01-11,"2,2671"
2006-01-10,"2,2630"
2006-01-09,"2,2624"
2006-01-06,"2,2862"
2006-01-05,"2,2817"
2006-01-04,"2,3058"
2006-01-03,"2,3452"
2006-01-02,"2,3362"
2005-12-30,"2,3399"
2005-12-29,"2,3399"
2005-12-28,"2,3475"
2005-12-27,"2,3518"
2005-12-26,"2,3317"
2005-12-23,"2,3319"
2005-12-22,"2,3246"
2005-12-21,"2,3160"
2005-12-20,"2,3489"
2005-12-19,"2,3727"
2005-12-16,"2,3348"
2005-12-15,"2,2949"
2005-12-14,"2,2771"
2005-12-13,"2,2557"
2005-12-12,"2,2626"
2005-12-09,"2,2438"
2005-12-08,"2,2119"
2005-12-07,"2,1792"
2005-12-06,"2,1799"
2005-12-05,"2,1960"
2005-12-02,"2,2053"
2005-12-01,"2,2169"
2005-11-30,"2,2062"
2005-11-29,"2,1972"
2005-11-28,"2,2086"
2005-11-25,"2,2321"
2005-11-24,"2,2362"
2005-11-23,"2,2372"
2005-11-22,"2,2503"
2005-11-21,"2,2173"
2005-11-18,"2,2179"
2005-11-17,"2,1858"
2005-11-16,"2,1966"
2005-11-14,"2,1982"
2005-11-11,"2,1625"
2005-11-10,"2,1749"
2005-11-09,"2,1709"
2005-11-08,"2,2024"
2005-11-07,"2,2005"
2005-11-04,"2,2223"
2005-11-03,"2,2328"
2005-11-01,"2,2508"
2005-10-31,"2,2535"
2005-10-28,"2,2783"
2005-10-27,"2,2843"
2005-10-26,"2,2738"
2005-10-25,"2,2610"
2005-10-24,"2,2615"
2005-10-21,"2,2538"
2005-10-20,"2,2435"
2005-10-19,"2,2527"
2005-10-18,"2,2397"
2005-10-17,"2,2344"
2005-10-14,"2,2503"
2005-10-13,"2,2619"
2005-10-11,"2,2343"
2005-10-10,"2,2376"
2005-10-07,"2,2622"
2005-10-06,"2,2878"
2005-10-05,"2,2677"
2005-10-04,"2,2416"
2005-10-03,"2,2331"
2005-09-30,"2,2214"
2005-09-29,"2,2236"
2005-09-28,"2,2425"
2005-09-27,"2,2525"
2005-09-26,"2,2575"
2005-09-23,"2,2674"
2005-09-22,"2,2744"
2005-09-21,"2,2819"
2005-09-20,"2,2940"
2005-09-19,"2,2897"
2005-09-16,"2,2929"
2005-09-15,"2,3004"
2005-09-14,"2,3292"
2005-09-13,"2,3261"
2005-09-12,"2,3189"
2005-09-09,"2,3167"
2005-09-08,"2,3190"
2005-09-06,"2,3254"
2005-09-05,"2,3287"
2005-09-02,"2,3421"
2005-09-01,"2,3615"
2005-08-31,"2,3629"
2005-08-30,"2,3853"
2005-08-29,"2,3979"
2005-08-26,"2,4121"
2005-08-25,"2,4195"
2005-08-24,"2,4227"
2005-08-23,"2,4089"
2005-08-22,"2,4020"
2005-08-19,"2,4308"
2005-08-18,"2,3629"
2005-08-17,"2,3484"
2005-08-16,"2,3434"
2005-08-15,"2,3414"
2005-08-12,"2,3750"
2005-08-11,"2,3161"
2005-08-10,"2,2759"
2005-08-09,"2,3143"
2005-08-08,"2,3092"
2005-08-05,"2,2978"
2005-08-04,"2,3046"
2005-08-03,"2,3143"
2005-08-02,"2,3522"
2005-08-01,"2,3777"
2005-07-29,"2,3897"
2005-07-28,"2,4203"
2005-07-27,"2,4431"
2005-07-26,"2,4648"
2005-07-25,"2,4279"
2005-07-22,"2,3753"
2005-07-21,"2,3397"
2005-07-20,"2,3514"
2005-07-19,"2,3426"
2005-07-18,"2,3296"
2005-07-15,"2,3419"
2005-07-14,"2,3425"
2005-07-13,"2,3474"
2005-07-12,"2,3345"
2005-07-11,"2,3494"
2005-07-08,"2,3675"
2005-07-07,"2,3882"
2005-07-06,"2,3893"
2005-07-05,"2,3660"
2005-07-04,"2,3707"
2005-07-01,"2,3451"
2005-06-30,"2,3496"
2005-06-29,"2,3541"
2005-06-28,"2,3686"
2005-06-27,"2,3822"
2005-06-24,"2,3869"
2005-06-23,"2,3924"
2005-06-22,"2,3695"
2005-06-21,"2,3764"
2005-06-20,"2,3847"
2005-06-17,"2,3865"
2005-06-16,"2,4153"
2005-06-15,"2,4447"
2005-06-14,"2,4367"
2005-06-13,"2,4555"
2005-06-10,"2,4743"
2005-06-09,"2,4883"
2005-06-08,"2,4456"
2005-06-07,"2,4624"
2005-06-06,"2,4568"
2005-06-03,"2,4021"
2005-06-02,"2,4194"
2005-06-01,"2,4278"
2005-05-31,"2,4030"
2005-05-30,"2,3776"
2005-05-27,"2,3926"
2005-05-25,"2,4305"
2005-05-24,"2,4305"
2005-05-23,"2,4291"
2005-05-20,"2,4485"
2005-05-19,"2,4450"
2005-05-18,"2,4628"
2005-05-17,"2,4771"
2005-05-16,"2,4764"
2005-05-13,"2,4707"
2005-05-12,"2,4640"
2005-05-11,"2,4711"
2005-05-10,"2,4642"
2005-05-09,"2,4530"
2005-05-06,"2,4586"
2005-05-05,"2,4679"
2005-05-04,"2,4757"
2005-05-03,"2,4999"
2005-05-02,"2,5138"
2005-04-29,"2,5305"
2005-04-28,"2,5209"
2005-04-27,"2,5187"
2005-04-26,"2,5347"
2005-04-25,"2,5300"
2005-04-22,"2,5384"
2005-04-20,"2,5637"
2005-04-19,"2,5817"
2005-04-18,"2,6149"
2005-04-15,"2,5963"
2005-04-14,"2,5739"
2005-04-13,"2,5590"
2005-04-12,"2,5891"
2005-04-11,"2,5775"
2005-04-08,"2,5934"
2005-04-07,"2,6011"
2005-04-06,"2,6059"
2005-04-05,"2,6247"
2005-04-04,"2,6590"
2005-04-01,"2,6542"
2005-03-31,"2,6654"
2005-03-30,"2,6800"
2005-03-29,"2,7032"
2005-03-28,"2,7377"
2005-03-24,"2,7295"
2005-03-23,"2,7395"
2005-03-22,"2,7052"
2005-03-21,"2,7280"
2005-03-18,"2,7155"
2005-03-17,"2,7514"
2005-03-16,"2,7562"
2005-03-15,"2,7613"
2005-03-14,"2,7515"
2005-03-11,"2,7013"
2005-03-10,"2,7311"
2005-03-09,"2,7105"
2005-03-08,"2,6926"
2005-03-07,"2,6616"
2005-03-04,"2,6607"
2005-03-03,"2,6690"
2005-03-02,"2,6360"
2005-03-01,"2,6003"
2005-02-28,"2,5942"
2005-02-25,"2,6312"
2005-02-24,"2,6090"
2005-02-23,"2,5849"
2005-02-22,"2,5929"
2005-02-21,"2,5754"
2005-02-18,"2,5613"
2005-02-17,"2,5729"
2005-02-16,"2,5918"
2005-02-15,"2,5754"
2005-02-14,"2,5826"
2005-02-11,"2,6165"
2005-02-10,"2,6114"
2005-02-09,"2,6070"
2005-02-04,"2,6022"
2005-02-03,"2,6026"
2005-02-02,"2,6232"
2005-02-01,"2,6122"
2005-01-31,"2,6240"
2005-01-28,"2,6579"
2005-01-27,"2,6637"
2005-01-26,"2,6740"
2005-01-25,"2,6786"
2005-01-24,"2,6772"
2005-01-21,"2,6786"
2005-01-20,"2,7214"
2005-01-19,"2,7177"
2005-01-18,"2,7131"
2005-01-17,"2,6999"
2005-01-14,"2,7066"
2005-01-13,"2,7003"
2005-01-12,"2,7105"
2005-01-11,"2,7098"
2005-01-10,"2,6965"
2005-01-07,"2,7024"
2005-01-06,"2,7199"
2005-01-05,"2,7088"
2005-01-04,"2,6879"
2005-01-03,"2,6674"
2004-12-31,"2,6536"
2004-12-30,"2,6536"
2004-12-29,"2,6828"
2004-12-28,"2,6887"
2004-12-27,"2,6975"
2004-12-24,"2,6904"
2004-12-23,"2,7059"
2004-12-22,"2,6982"
2004-12-21,"2,6884"
2004-12-20,"2,6919"
2004-12-17,"2,7239"
2004-12-16,"2,7285"
2004-12-15,"2,7500"
2004-12-14,"2,7572"
2004-12-13,"2,7689"
2004-12-10,"2,7859"
2004-12-09,"2,7736"
2004-12-08,"2,7656"
2004-12-07,"2,7314"
2004-12-06,"2,7178"
2004-12-03,"2,7087"
2004-12-02,"2,7231"
2004-12-01,"2,7137"
2004-11-30,"2,7299"
2004-11-29,"2,7394"
2004-11-26,"2,7324"
2004-11-25,"2,7503"
2004-11-24,"2,7477"
2004-11-23,"2,7438"
2004-11-22,"2,7672"
2004-11-19,"2,7629"
2004-11-18,"2,7595"
2004-11-17,"2,7666"
2004-11-16,"2,7848"
2004-11-12,"2,7983"
2004-11-11,"2,8192"
2004-11-10,"2,8201"
2004-11-09,"2,8279"
2004-11-08,"2,8291"
2004-11-05,"2,8178"
2004-11-04,"2,8203"
2004-11-03,"2,8296"
2004-11-01,"2,8582"
2004-10-29,"2,8557"
2004-10-28,"2,8647"
2004-10-27,"2,8577"
2004-10-26,"2,8721"
2004-10-25,"2,8809"
2004-10-22,"2,8481"
2004-10-21,"2,8527"
2004-10-20,"2,8839"
2004-10-19,"2,8698"
2004-10-18,"2,8539"
2004-10-15,"2,8615"
2004-10-14,"2,8623"
2004-10-13,"2,8366"
2004-10-11,"2,8310"
2004-10-08,"2,8243"
2004-10-07,"2,8510"
2004-10-06,"2,8354"
2004-10-05,"2,8233"
2004-10-04,"2,8257"
2004-10-01,"2,8505"
2004-09-30,"2,8578"
2004-09-29,"2,8594"
2004-09-28,"2,8684"
2004-09-27,"2,8720"
2004-09-24,"2,8727"
2004-09-23,"2,8717"
2004-09-22,"2,8669"
2004-09-21,"2,8729"
2004-09-20,"2,8668"
2004-09-17,"2,8736"
2004-09-16,"2,8884"
2004-09-15,"2,9034"
2004-09-14,"2,9117"
2004-09-13,"2,9052"
2004-09-10,"2,8980"
2004-09-09,"2,9020"
2004-09-08,"2,9006"
2004-09-06,"2,9134"
2004-09-03,"2,9281"
2004-09-02,"2,9353"
2004-09-01,"2,9290"
2004-08-31,"2,9330"
2004-08-30,"2,9480"
2004-08-27,"2,9563"
2004-08-26,"2,9533"
2004-08-25,"2,9504"
2004-08-24,"2,9568"
2004-08-23,"2,9679"
2004-08-20,"2,9734"
2004-08-19,"2,9785"
2004-08-18,"2,9914"
2004-08-17,"2,9981"
2004-08-16,"3,0138"
2004-08-13,"3,0227"
2004-08-12,"3,0299"
2004-08-11,"3,0384"
2004-08-10,"3,0277"
2004-08-09,"3,0388"
2004-08-06,"3,0481"
2004-08-05,"3,0629"
2004-08-04,"3,0571"
2004-08-03,"3,0542"
2004-08-02,"3,0458"
2004-07-30,"3,0260"
2004-07-29,"3,0366"
2004-07-28,"3,0549"
2004-07-27,"3,0662"
2004-07-26,"3,0565"
2004-07-23,"3,0457"
2004-07-22,"3,0384"
2004-07-21,"3,0239"
2004-07-20,"3,0033"
2004-07-19,"2,9931"
2004-07-16,"3,0013"
2004-07-15,"3,0207"
2004-07-14,"3,0276"
2004-07-13,"3,0412"
2004-07-12,"3,0363"
2004-07-09,"3,0420"
2004-07-08,"3,0467"
2004-07-07,"3,0359"
2004-07-06,"3,0410"
2004-07-05,"3,0308"
2004-07-02,"3,0494"
2004-07-01,"3,0739"
2004-06-30,"3,1067"
2004-06-29,"3,1175"
2004-06-28,"3,1239"
2004-06-25,"3,1088"
2004-06-24,"3,1022"
2004-06-23,"3,1250"
2004-06-22,"3,1333"
2004-06-21,"3,1290"
2004-06-18,"3,1380"
2004-06-17,"3,1272"
2004-06-16,"3,1397"
2004-06-15,"3,1372"
2004-06-14,"3,1643"
2004-06-11,"3,1394"
2004-06-09,"3,1158"
2004-06-08,"3,1147"
2004-06-07,"3,1111"
2004-06-04,"3,1327"
2004-06-03,"3,1435"
2004-06-02,"3,1294"
2004-06-01,"3,1559"
2004-05-31,"3,1283"
2004-05-28,"3,0953"
2004-05-27,"3,1516"
2004-05-26,"3,1562"
2004-05-25,"3,1568"
2004-05-24,"3,1790"
2004-05-21,"3,2043"
2004-05-20,"3,1805"
2004-05-19,"3,1051"
2004-05-18,"3,1161"
2004-05-17,"3,1212"
2004-05-14,"3,0974"
2004-05-13,"3,1271"
2004-05-12,"3,1203"
2004-05-11,"3,1043"
2004-05-10,"3,1241"
2004-05-07,"3,0496"
2004-05-06,"2,9891"
2004-05-05,"2,9608"
2004-05-04,"2,9688"
2004-05-03,"2,9561"
2004-04-30,"2,9439"
2004-04-29,"2,9514"
2004-04-28,"2,9327"
2004-04-27,"2,9153"
2004-04-26,"2,9077"
2004-04-23,"2,9165"
2004-04-22,"2,9297"
2004-04-20,"2,9178"
